stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,25.5,20130111,01KG0329,20130111
01BD0545,WEWESSA ESTATE,22.9,20130111,01BD0545,20130111
01RT196A,KALAWANA MINI HYDRO,27.8,20130111,01RT196A,20130111
01PU313A,MARAWILA,19.7,20130111,01PU313A,20130111
01KG175A,IBBAGAMUWA,24.1,20130111,01KG175A,20130111
01KG0326,MEDIYAWA TANK,27.4,20130111,01KG0326,20130111
01PL0340,MINNERIYA TANK,25.4,20130111,01PL0340,20130111
01PL224A,KAUDULLA WEWA,24.6,20130111,01PL224A,20130111
01MU357A,MUTU IYANKADDU,29.5,20130111,01MU357A,20130111
01AM0459,SAGAMAM TANK,23.8,20130111,01AM0459,20130111
01JF0425,POINT PEDRO,29.0,20130111,01JF0425,20130111
01KE0544,WEWELTALAWA ESTATE,19.7,20130111,01KE0544,20130111
01CB0268,LABUGAMA TANK,21.3,20130111,01CB0268,20130111
01PL538C,WELIKANDA SINGHAPURA,19.7,20130111,01PL538C,20130111
01AN104A,EHETUGASWEWA,19.9,20130111,01AN104A,20130111
01KT0200,KALUTARA-P.W.D.,25.1,20130111,01KT0200,20130111
01AM0012,AMPARAI TANK,24.5,20130111,01AM0012,20130111
01KG0532,WARIYAPOLA EXPTL.STATION,27.4,20130111,01KG0532,20130111
01MG540A,WELLAWAYA,28.8,20130111,01MG540A,20130111
01GL0030,BADDEGAMA ESTATE,20.0,20130111,01GL0030,20130111
01KG407A,PANNALA VIRIDIYAWA EST,22.0,20130111,01KG407A,20130111
01MU0216,KANNUKKENI TANK,26.7,20130111,01MU0216,20130111
01KG469A,SIYAMBALANGAMUWA,19.6,20130111,01KG469A,20130111
01KI0183,IRANAMADU TANK,27.0,20130111,01KI0183,20130111
01AM001E,ADDALACHENAI,23.2,20130111,01AM001E,20130111
01GM0011,AMBEPUSSA GOVT FARM,25.9,20130111,01GM0011,20130111
01GL0267,LABUDUWA,28.5,20130111,01GL0267,20130111
01RT042C,BELIHULOYA,26.8,20130111,01RT042C,20130111
01AN193A,KAHATAGASDIGILIYA  W/S,27.3,20130111,01AN193A,20130111
01CB0025,AVISSAWELLA ESTATE,19.5,20130111,01CB0025,20130111
01CB0150,HANWELLA GROUP,23.3,20130111,01CB0150,20130111
01GM0373,NEGOMBO,29.9,20130111,01GM0373,20130111
01RT0435,PUSSELLA S.P.,28.8,20130111,01RT0435,20130111
01BT197B,KALKUDAH,22.6,20130111,01BT197B,20130111
01NE506B,UDARADELLA,29.8,20130111,01NE506B,20130111
01AM368B,NAVATKIRI ARU TANK,22.4,20130111,01AM368B,20130111
01RT0032,BALANGODA POST OFFICE,20.6,20130111,01RT0032,20130111
01AM493B,THIRUKKOVIL,23.2,20130111,01AM493B,20130111
01BT0357,MYLAMBAVELLY ESTATE,21.7,20130111,01BT0357,20130111
01KE009B,AMBANPITIYA ESTATE,20.5,20130111,01KE009B,20130111
01HT481A,SURIYAWEWA,25.8,20130111,01HT481A,20130111
01MT0232,KEKENADURA (MATARA),23.2,20130111,01MT0232,20130111
01KT400C,PALLEGODA ESTATE,21.3,20130111,01KT400C,20130111
01KG014A,ANDIGAMA FARM,25.8,20130111,01KG014A,20130111
01CB166A,HOMAGAMA,29.6,20130111,01CB166A,20130111
01GM487B,THAMMITA,22.7,20130111,01GM487B,20130111
01NE0236,KENILWORTH (STRATHELLIE),27.5,20130111,01NE0236,20130111
01KG258D,KULIYAPITIYA,27.8,20130111,01KG258D,20130111
01CB469B,COLOMBO PORT,20.9,20130111,01CB469B,20130111
01KG404A,PANDUWASNUWARA,22.9,20130111,01KG404A,20130111
01CB0080,DEHIWALA ZOO,23.0,20130111,01CB0080,20130111
01KY0418,PERADENIYA BOT.GARDENS,19.4,20130111,01KY0418,20130111
01KG0452,RIDIBENDI ELA,22.7,20130111,01KG0452,20130111
01CB0026,AVISSAWELLA HOSPITAL,26.3,20130111,01CB0026,20130111
01GM0528,WALPITA,19.1,20130111,01GM0528,20130111
01CB0016,ANGODA MENTAL HOSPITAL,22.8,20130111,01CB0016,20130111
01JF062A,CHAVAKACHCHERI,29.9,20130111,01JF062A,20130111
01KT0035,BANDARAGAMA,23.4,20130111,01KT0035,20130111
01KG0256,KOULWEWA,27.8,20130111,01KG0256,20130111
01PL020A,ARALAGANWILA,19.4,20130111,01PL020A,20130111
01KT513A,USK VALLEY S.P.,23.4,20130111,01KT513A,20130111
01MG141B,HANDAPANGALA,25.3,20130111,01MG141B,20130111
01KG0253,HAKWATUNA-OYA,24.9,20130111,01KG0253,20130111
01HT0292,MAHA LEWAYA (HAMBANTOTA),29.8,20130111,01HT0292,20130111
43PPP,POLONNARUWA,19.1,20130111,43PPP,20130111
01PU0013,ANAMADUWA DISPENSARY,19.9,20130111,01PU0013,20130111
01VA414A,PAVATKULAM,26.8,20130111,01VA414A,20130111
01KE0021,ARANAYAKE GOVT. HOSPITAL,23.5,20130111,01KE0021,20130111
01ML324A,MEDAPIHILLA,22.2,20130111,01ML324A,20130111
01NE0153,HATTON KOTAGALA ROSITA,19.5,20130111,01NE0153,20130111
01KG092B,DODANGASLANDA,22.0,20130111,01KG092B,20130111
01VA0518,VAVUNIYA P.W.D.,21.6,20130111,01VA0518,20130111
01PL0427,POLONNARUWA AGRI.STATION,20.3,20130111,01PL0427,20130111
01AM459A,SAMANTHURAI,29.3,20130111,01AM459A,20130111
01RT539B,WELLANDURA TEA FACTORY,29.4,20130111,01RT539B,20130111
01KT021A,ARAMANAGOLLA,23.6,20130111,01KT021A,20130111
01AM257A,KUDASIGIRIYA,26.3,20130111,01AM257A,20130111
43418,TRINCOMALEE,21.3,20130111,43418,20130111
43421,ANURADHAPURA,25.3,20130111,43421,20130111
43413,MANNAR,27.9,20130111,43413,20130111
43467,RATMALANA,20.9,20130111,43467,20130111
43424,PUTTALAM,26.0,20130111,43424,20130111
43999,POTTUVIL,28.1,20130111,43999,20130111
43404,JAFFNA,21.3,20130111,43404,20130111
43441,KURUNEGALA,24.9,20130111,43441,20130111
43436,BATTICALOA,24.4,20130111,43436,20130111
43444,KATUGASTOTA,21.0,20130111,43444,20130111
143476,BANDARAWELA,23.7,20130111,143476,20130111
