stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,24.3,20130125,01KG0329,20130125
01BD0545,WEWESSA ESTATE,25.7,20130125,01BD0545,20130125
01RT196A,KALAWANA MINI HYDRO,21.4,20130125,01RT196A,20130125
01PU313A,MARAWILA,21.3,20130125,01PU313A,20130125
01KG175A,IBBAGAMUWA,26.7,20130125,01KG175A,20130125
01KG0326,MEDIYAWA TANK,29.1,20130125,01KG0326,20130125
01PL0340,MINNERIYA TANK,19.2,20130125,01PL0340,20130125
01PL224A,KAUDULLA WEWA,23.1,20130125,01PL224A,20130125
01MU357A,MUTU IYANKADDU,24.6,20130125,01MU357A,20130125
01AM0459,SAGAMAM TANK,21.3,20130125,01AM0459,20130125
01JF0425,POINT PEDRO,24.7,20130125,01JF0425,20130125
01KE0544,WEWELTALAWA ESTATE,20.5,20130125,01KE0544,20130125
01CB0268,LABUGAMA TANK,29.0,20130125,01CB0268,20130125
01PL538C,WELIKANDA SINGHAPURA,20.9,20130125,01PL538C,20130125
01AN104A,EHETUGASWEWA,29.4,20130125,01AN104A,20130125
01KT0200,KALUTARA-P.W.D.,20.1,20130125,01KT0200,20130125
01AM0012,AMPARAI TANK,28.6,20130125,01AM0012,20130125
01KG0532,WARIYAPOLA EXPTL.STATION,22.7,20130125,01KG0532,20130125
01MG540A,WELLAWAYA,24.6,20130125,01MG540A,20130125
01GL0030,BADDEGAMA ESTATE,27.6,20130125,01GL0030,20130125
01KG407A,PANNALA VIRIDIYAWA EST,20.3,20130125,01KG407A,20130125
01MU0216,KANNUKKENI TANK,26.4,20130125,01MU0216,20130125
01KG469A,SIYAMBALANGAMUWA,26.2,20130125,01KG469A,20130125
01KI0183,IRANAMADU TANK,29.3,20130125,01KI0183,20130125
01AM001E,ADDALACHENAI,25.1,20130125,01AM001E,20130125
01GM0011,AMBEPUSSA GOVT FARM,20.2,20130125,01GM0011,20130125
01GL0267,LABUDUWA,29.8,20130125,01GL0267,20130125
