stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,28.1,20130114,01KG0329,20130114
01BD0545,WEWESSA ESTATE,25.3,20130114,01BD0545,20130114
01RT196A,KALAWANA MINI HYDRO,28.5,20130114,01RT196A,20130114
01PU313A,MARAWILA,25.8,20130114,01PU313A,20130114
01KG175A,IBBAGAMUWA,24.4,20130114,01KG175A,20130114
01KG0326,MEDIYAWA TANK,28.6,20130114,01KG0326,20130114
01PL0340,MINNERIYA TANK,19.6,20130114,01PL0340,20130114
01PL224A,KAUDULLA WEWA,20.6,20130114,01PL224A,20130114
01MU357A,MUTU IYANKADDU,24.0,20130114,01MU357A,20130114
01AM0459,SAGAMAM TANK,26.0,20130114,01AM0459,20130114
01JF0425,POINT PEDRO,19.0,20130114,01JF0425,20130114
01KE0544,WEWELTALAWA ESTATE,28.2,20130114,01KE0544,20130114
01CB0268,LABUGAMA TANK,23.0,20130114,01CB0268,20130114
01PL538C,WELIKANDA SINGHAPURA,25.2,20130114,01PL538C,20130114
01AN104A,EHETUGASWEWA,28.7,20130114,01AN104A,20130114
01KT0200,KALUTARA-P.W.D.,23.2,20130114,01KT0200,20130114
01AM0012,AMPARAI TANK,29.6,20130114,01AM0012,20130114
01KG0532,WARIYAPOLA EXPTL.STATION,22.3,20130114,01KG0532,20130114
01MG540A,WELLAWAYA,26.5,20130114,01MG540A,20130114
01GL0030,BADDEGAMA ESTATE,29.6,20130114,01GL0030,20130114
01KG407A,PANNALA VIRIDIYAWA EST,22.1,20130114,01KG407A,20130114
01MU0216,KANNUKKENI TANK,22.9,20130114,01MU0216,20130114
01KG469A,SIYAMBALANGAMUWA,23.2,20130114,01KG469A,20130114
01KI0183,IRANAMADU TANK,20.1,20130114,01KI0183,20130114
01AM001E,ADDALACHENAI,24.3,20130114,01AM001E,20130114
01GM0011,AMBEPUSSA GOVT FARM,28.2,20130114,01GM0011,20130114
01GL0267,LABUDUWA,29.8,20130114,01GL0267,20130114
01RT042C,BELIHULOYA,26.7,20130114,01RT042C,20130114
01AN193A,KAHATAGASDIGILIYA  W/S,22.9,20130114,01AN193A,20130114
01CB0025,AVISSAWELLA ESTATE,25.9,20130114,01CB0025,20130114
01CB0150,HANWELLA GROUP,22.4,20130114,01CB0150,20130114
01GM0373,NEGOMBO,19.5,20130114,01GM0373,20130114
01RT0435,PUSSELLA S.P.,21.6,20130114,01RT0435,20130114
01BT197B,KALKUDAH,29.5,20130114,01BT197B,20130114
01NE506B,UDARADELLA,22.6,20130114,01NE506B,20130114
01AM368B,NAVATKIRI ARU TANK,21.3,20130114,01AM368B,20130114
01RT0032,BALANGODA POST OFFICE,22.1,20130114,01RT0032,20130114
01AM493B,THIRUKKOVIL,29.3,20130114,01AM493B,20130114
