stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,23.8,20130117,01KG0329,20130117
01BD0545,WEWESSA ESTATE,19.1,20130117,01BD0545,20130117
01RT196A,KALAWANA MINI HYDRO,27.7,20130117,01RT196A,20130117
01PU313A,MARAWILA,22.6,20130117,01PU313A,20130117
01KG175A,IBBAGAMUWA,29.2,20130117,01KG175A,20130117
01KG0326,MEDIYAWA TANK,21.3,20130117,01KG0326,20130117
01PL0340,MINNERIYA TANK,23.5,20130117,01PL0340,20130117
01PL224A,KAUDULLA WEWA,19.2,20130117,01PL224A,20130117
01MU357A,MUTU IYANKADDU,27.2,20130117,01MU357A,20130117
01AM0459,SAGAMAM TANK,22.9,20130117,01AM0459,20130117
01JF0425,POINT PEDRO,23.4,20130117,01JF0425,20130117
01KE0544,WEWELTALAWA ESTATE,22.0,20130117,01KE0544,20130117
01CB0268,LABUGAMA TANK,29.0,20130117,01CB0268,20130117
01PL538C,WELIKANDA SINGHAPURA,24.6,20130117,01PL538C,20130117
01AN104A,EHETUGASWEWA,26.4,20130117,01AN104A,20130117
01KT0200,KALUTARA-P.W.D.,22.6,20130117,01KT0200,20130117
01AM0012,AMPARAI TANK,27.4,20130117,01AM0012,20130117
01KG0532,WARIYAPOLA EXPTL.STATION,24.5,20130117,01KG0532,20130117
01MG540A,WELLAWAYA,20.0,20130117,01MG540A,20130117
01GL0030,BADDEGAMA ESTATE,21.1,20130117,01GL0030,20130117
01KG407A,PANNALA VIRIDIYAWA EST,23.6,20130117,01KG407A,20130117
01MU0216,KANNUKKENI TANK,26.5,20130117,01MU0216,20130117
01KG469A,SIYAMBALANGAMUWA,20.0,20130117,01KG469A,20130117
01KI0183,IRANAMADU TANK,29.2,20130117,01KI0183,20130117
01AM001E,ADDALACHENAI,27.9,20130117,01AM001E,20130117
01GM0011,AMBEPUSSA GOVT FARM,28.2,20130117,01GM0011,20130117
