stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,28.6,20130126,01KG0329,20130126
01BD0545,WEWESSA ESTATE,24.9,20130126,01BD0545,20130126
01RT196A,KALAWANA MINI HYDRO,29.3,20130126,01RT196A,20130126
01PU313A,MARAWILA,24.9,20130126,01PU313A,20130126
01KG175A,IBBAGAMUWA,21.8,20130126,01KG175A,20130126
01KG0326,MEDIYAWA TANK,27.0,20130126,01KG0326,20130126
01PL0340,MINNERIYA TANK,23.6,20130126,01PL0340,20130126
01PL224A,KAUDULLA WEWA,21.6,20130126,01PL224A,20130126
01MU357A,MUTU IYANKADDU,29.5,20130126,01MU357A,20130126
01AM0459,SAGAMAM TANK,25.3,20130126,01AM0459,20130126
01JF0425,POINT PEDRO,22.6,20130126,01JF0425,20130126
01KE0544,WEWELTALAWA ESTATE,26.9,20130126,01KE0544,20130126
01CB0268,LABUGAMA TANK,21.0,20130126,01CB0268,20130126
01PL538C,WELIKANDA SINGHAPURA,28.8,20130126,01PL538C,20130126
01AN104A,EHETUGASWEWA,29.8,20130126,01AN104A,20130126
01KT0200,KALUTARA-P.W.D.,22.6,20130126,01KT0200,20130126
01AM0012,AMPARAI TANK,22.3,20130126,01AM0012,20130126
01KG0532,WARIYAPOLA EXPTL.STATION,25.9,20130126,01KG0532,20130126
01MG540A,WELLAWAYA,22.5,20130126,01MG540A,20130126
01GL0030,BADDEGAMA ESTATE,28.6,20130126,01GL0030,20130126
01KG407A,PANNALA VIRIDIYAWA EST,24.9,20130126,01KG407A,20130126
01MU0216,KANNUKKENI TANK,19.8,20130126,01MU0216,20130126
01KG469A,SIYAMBALANGAMUWA,22.6,20130126,01KG469A,20130126
01KI0183,IRANAMADU TANK,25.0,20130126,01KI0183,20130126
01AM001E,ADDALACHENAI,29.0,20130126,01AM001E,20130126
01GM0011,AMBEPUSSA GOVT FARM,21.8,20130126,01GM0011,20130126
01GL0267,LABUDUWA,25.8,20130126,01GL0267,20130126
01RT042C,BELIHULOYA,19.5,20130126,01RT042C,20130126
01AN193A,KAHATAGASDIGILIYA  W/S,24.4,20130126,01AN193A,20130126
01CB0025,AVISSAWELLA ESTATE,26.0,20130126,01CB0025,20130126
01CB0150,HANWELLA GROUP,25.2,20130126,01CB0150,20130126
01GM0373,NEGOMBO,29.1,20130126,01GM0373,20130126
01RT0435,PUSSELLA S.P.,20.4,20130126,01RT0435,20130126
01BT197B,KALKUDAH,22.7,20130126,01BT197B,20130126
01NE506B,UDARADELLA,21.8,20130126,01NE506B,20130126
01AM368B,NAVATKIRI ARU TANK,25.5,20130126,01AM368B,20130126
01RT0032,BALANGODA POST OFFICE,27.6,20130126,01RT0032,20130126
01AM493B,THIRUKKOVIL,25.3,20130126,01AM493B,20130126
01BT0357,MYLAMBAVELLY ESTATE,19.8,20130126,01BT0357,20130126
01KE009B,AMBANPITIYA ESTATE,25.2,20130126,01KE009B,20130126
01HT481A,SURIYAWEWA,25.2,20130126,01HT481A,20130126
01MT0232,KEKENADURA (MATARA),19.1,20130126,01MT0232,20130126
01KT400C,PALLEGODA ESTATE,25.0,20130126,01KT400C,20130126
01KG014A,ANDIGAMA FARM,23.4,20130126,01KG014A,20130126
01CB166A,HOMAGAMA,24.3,20130126,01CB166A,20130126
01GM487B,THAMMITA,20.0,20130126,01GM487B,20130126
01NE0236,KENILWORTH (STRATHELLIE),19.4,20130126,01NE0236,20130126
01KG258D,KULIYAPITIYA,28.5,20130126,01KG258D,20130126
01CB469B,COLOMBO PORT,19.8,20130126,01CB469B,20130126
01KG404A,PANDUWASNUWARA,28.9,20130126,01KG404A,20130126
01CB0080,DEHIWALA ZOO,29.5,20130126,01CB0080,20130126
01KY0418,PERADENIYA BOT.GARDENS,21.9,20130126,01KY0418,20130126
01KG0452,RIDIBENDI ELA,22.9,20130126,01KG0452,20130126
01CB0026,AVISSAWELLA HOSPITAL,21.9,20130126,01CB0026,20130126
01GM0528,WALPITA,26.6,20130126,01GM0528,20130126
01CB0016,ANGODA MENTAL HOSPITAL,29.9,20130126,01CB0016,20130126
01JF062A,CHAVAKACHCHERI,24.0,20130126,01JF062A,20130126
01KT0035,BANDARAGAMA,19.0,20130126,01KT0035,20130126
01KG0256,KOULWEWA,25.2,20130126,01KG0256,20130126
01PL020A,ARALAGANWILA,24.3,20130126,01PL020A,20130126
01KT513A,USK VALLEY S.P.,26.7,20130126,01KT513A,20130126
01MG141B,HANDAPANGALA,22.7,20130126,01MG141B,20130126
01KG0253,HAKWATUNA-OYA,24.9,20130126,01KG0253,20130126
01HT0292,MAHA LEWAYA (HAMBANTOTA),21.8,20130126,01HT0292,20130126
43PPP,POLONNARUWA,22.7,20130126,43PPP,20130126
01PU0013,ANAMADUWA DISPENSARY,21.8,20130126,01PU0013,20130126
01VA414A,PAVATKULAM,27.5,20130126,01VA414A,20130126
01KE0021,ARANAYAKE GOVT. HOSPITAL,27.8,20130126,01KE0021,20130126
01ML324A,MEDAPIHILLA,29.2,20130126,01ML324A,20130126
01NE0153,HATTON KOTAGALA ROSITA,26.7,20130126,01NE0153,20130126
01KG092B,DODANGASLANDA,26.1,20130126,01KG092B,20130126
01VA0518,VAVUNIYA P.W.D.,26.8,20130126,01VA0518,20130126
01PL0427,POLONNARUWA AGRI.STATION,24.2,20130126,01PL0427,20130126
01AM459A,SAMANTHURAI,29.2,20130126,01AM459A,20130126
01RT539B,WELLANDURA TEA FACTORY,21.4,20130126,01RT539B,20130126
01KT021A,ARAMANAGOLLA,21.1,20130126,01KT021A,20130126
01AM257A,KUDASIGIRIYA,23.3,20130126,01AM257A,20130126
43418,TRINCOMALEE,28.7,20130126,43418,20130126
43421,ANURADHAPURA,26.1,20130126,43421,20130126
43413,MANNAR,23.1,20130126,43413,20130126
43467,RATMALANA,25.5,20130126,43467,20130126
43424,PUTTALAM,25.3,20130126,43424,20130126
43999,POTTUVIL,27.1,20130126,43999,20130126
43404,JAFFNA,20.6,20130126,43404,20130126
43441,KURUNEGALA,26.2,20130126,43441,20130126
43436,BATTICALOA,25.3,20130126,43436,20130126
43444,KATUGASTOTA,21.2,20130126,43444,20130126
143476,BANDARAWELA,25.5,20130126,143476,20130126
