stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,29.2,20130110,01KG0329,20130110
01BD0545,WEWESSA ESTATE,28.6,20130110,01BD0545,20130110
01RT196A,KALAWANA MINI HYDRO,20.7,20130110,01RT196A,20130110
01PU313A,MARAWILA,24.9,20130110,01PU313A,20130110
01KG175A,IBBAGAMUWA,24.0,20130110,01KG175A,20130110
01KG0326,MEDIYAWA TANK,26.9,20130110,01KG0326,20130110
01PL0340,MINNERIYA TANK,19.3,20130110,01PL0340,20130110
01PL224A,KAUDULLA WEWA,23.0,20130110,01PL224A,20130110
01MU357A,MUTU IYANKADDU,23.6,20130110,01MU357A,20130110
01AM0459,SAGAMAM TANK,28.7,20130110,01AM0459,20130110
01JF0425,POINT PEDRO,26.6,20130110,01JF0425,20130110
01KE0544,WEWELTALAWA ESTATE,25.6,20130110,01KE0544,20130110
01CB0268,LABUGAMA TANK,26.7,20130110,01CB0268,20130110
01PL538C,WELIKANDA SINGHAPURA,23.9,20130110,01PL538C,20130110
01AN104A,EHETUGASWEWA,22.8,20130110,01AN104A,20130110
01KT0200,KALUTARA-P.W.D.,26.4,20130110,01KT0200,20130110
01AM0012,AMPARAI TANK,19.5,20130110,01AM0012,20130110
01KG0532,WARIYAPOLA EXPTL.STATION,29.3,20130110,01KG0532,20130110
01MG540A,WELLAWAYA,26.0,20130110,01MG540A,20130110
01GL0030,BADDEGAMA ESTATE,20.9,20130110,01GL0030,20130110
01KG407A,PANNALA VIRIDIYAWA EST,25.0,20130110,01KG407A,20130110
01MU0216,KANNUKKENI TANK,22.8,20130110,01MU0216,20130110
01KG469A,SIYAMBALANGAMUWA,20.3,20130110,01KG469A,20130110
01KI0183,IRANAMADU TANK,28.3,20130110,01KI0183,20130110
01AM001E,ADDALACHENAI,27.0,20130110,01AM001E,20130110
01GM0011,AMBEPUSSA GOVT FARM,20.1,20130110,01GM0011,20130110
01GL0267,LABUDUWA,25.2,20130110,01GL0267,20130110
01RT042C,BELIHULOYA,28.3,20130110,01RT042C,20130110
01AN193A,KAHATAGASDIGILIYA  W/S,27.6,20130110,01AN193A,20130110
01CB0025,AVISSAWELLA ESTATE,21.3,20130110,01CB0025,20130110
01CB0150,HANWELLA GROUP,27.1,20130110,01CB0150,20130110
01GM0373,NEGOMBO,20.1,20130110,01GM0373,20130110
01RT0435,PUSSELLA S.P.,22.9,20130110,01RT0435,20130110
01BT197B,KALKUDAH,26.1,20130110,01BT197B,20130110
01NE506B,UDARADELLA,28.6,20130110,01NE506B,20130110
01AM368B,NAVATKIRI ARU TANK,19.8,20130110,01AM368B,20130110
01RT0032,BALANGODA POST OFFICE,25.6,20130110,01RT0032,20130110
01AM493B,THIRUKKOVIL,29.1,20130110,01AM493B,20130110
01BT0357,MYLAMBAVELLY ESTATE,20.1,20130110,01BT0357,20130110
01KE009B,AMBANPITIYA ESTATE,28.0,20130110,01KE009B,20130110
01HT481A,SURIYAWEWA,21.5,20130110,01HT481A,20130110
01MT0232,KEKENADURA (MATARA),28.0,20130110,01MT0232,20130110
01KT400C,PALLEGODA ESTATE,23.7,20130110,01KT400C,20130110
01KG014A,ANDIGAMA FARM,24.8,20130110,01KG014A,20130110
01CB166A,HOMAGAMA,25.5,20130110,01CB166A,20130110
01GM487B,THAMMITA,19.1,20130110,01GM487B,20130110
01NE0236,KENILWORTH (STRATHELLIE),24.0,20130110,01NE0236,20130110
01KG258D,KULIYAPITIYA,27.1,20130110,01KG258D,20130110
01CB469B,COLOMBO PORT,25.0,20130110,01CB469B,20130110
01KG404A,PANDUWASNUWARA,28.0,20130110,01KG404A,20130110
01CB0080,DEHIWALA ZOO,28.2,20130110,01CB0080,20130110
01KY0418,PERADENIYA BOT.GARDENS,23.2,20130110,01KY0418,20130110
01KG0452,RIDIBENDI ELA,24.6,20130110,01KG0452,20130110
01CB0026,AVISSAWELLA HOSPITAL,29.0,20130110,01CB0026,20130110
01GM0528,WALPITA,23.9,20130110,01GM0528,20130110
01CB0016,ANGODA MENTAL HOSPITAL,21.1,20130110,01CB0016,20130110
01JF062A,CHAVAKACHCHERI,25.9,20130110,01JF062A,20130110
01KT0035,BANDARAGAMA,21.5,20130110,01KT0035,20130110
01KG0256,KOULWEWA,21.6,20130110,01KG0256,20130110
01PL020A,ARALAGANWILA,28.7,20130110,01PL020A,20130110
01KT513A,USK VALLEY S.P.,21.9,20130110,01KT513A,20130110
01MG141B,HANDAPANGALA,25.3,20130110,01MG141B,20130110
01KG0253,HAKWATUNA-OYA,24.5,20130110,01KG0253,20130110
01HT0292,MAHA LEWAYA (HAMBANTOTA),26.8,20130110,01HT0292,20130110
43PPP,POLONNARUWA,27.5,20130110,43PPP,20130110
01PU0013,ANAMADUWA DISPENSARY,28.8,20130110,01PU0013,20130110
01VA414A,PAVATKULAM,22.0,20130110,01VA414A,20130110
