stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,30.0,20130102,01KG0329,20130102
01BD0545,WEWESSA ESTATE,24.7,20130102,01BD0545,20130102
01RT196A,KALAWANA MINI HYDRO,20.4,20130102,01RT196A,20130102
01PU313A,MARAWILA,26.2,20130102,01PU313A,20130102
01KG175A,IBBAGAMUWA,27.0,20130102,01KG175A,20130102
01KG0326,MEDIYAWA TANK,25.8,20130102,01KG0326,20130102
01PL0340,MINNERIYA TANK,26.1,20130102,01PL0340,20130102
01PL224A,KAUDULLA WEWA,27.7,20130102,01PL224A,20130102
01MU357A,MUTU IYANKADDU,20.8,20130102,01MU357A,20130102
01AM0459,SAGAMAM TANK,21.3,20130102,01AM0459,20130102
01JF0425,POINT PEDRO,25.1,20130102,01JF0425,20130102
01KE0544,WEWELTALAWA ESTATE,25.9,20130102,01KE0544,20130102
01CB0268,LABUGAMA TANK,23.3,20130102,01CB0268,20130102
01PL538C,WELIKANDA SINGHAPURA,21.7,20130102,01PL538C,20130102
01AN104A,EHETUGASWEWA,21.3,20130102,01AN104A,20130102
01KT0200,KALUTARA-P.W.D.,29.7,20130102,01KT0200,20130102
01AM0012,AMPARAI TANK,25.3,20130102,01AM0012,20130102
01KG0532,WARIYAPOLA EXPTL.STATION,28.6,20130102,01KG0532,20130102
01MG540A,WELLAWAYA,23.8,20130102,01MG540A,20130102
01GL0030,BADDEGAMA ESTATE,27.8,20130102,01GL0030,20130102
01KG407A,PANNALA VIRIDIYAWA EST,23.9,20130102,01KG407A,20130102
01MU0216,KANNUKKENI TANK,25.1,20130102,01MU0216,20130102
01KG469A,SIYAMBALANGAMUWA,26.0,20130102,01KG469A,20130102
01KI0183,IRANAMADU TANK,26.7,20130102,01KI0183,20130102
01AM001E,ADDALACHENAI,20.2,20130102,01AM001E,20130102
01GM0011,AMBEPUSSA GOVT FARM,19.8,20130102,01GM0011,20130102
01GL0267,LABUDUWA,23.3,20130102,01GL0267,20130102
01RT042C,BELIHULOYA,20.8,20130102,01RT042C,20130102
01AN193A,KAHATAGASDIGILIYA  W/S,24.5,20130102,01AN193A,20130102
01CB0025,AVISSAWELLA ESTATE,22.6,20130102,01CB0025,20130102
01CB0150,HANWELLA GROUP,19.2,20130102,01CB0150,20130102
01GM0373,NEGOMBO,26.3,20130102,01GM0373,20130102
01RT0435,PUSSELLA S.P.,25.8,20130102,01RT0435,20130102
01BT197B,KALKUDAH,24.4,20130102,01BT197B,20130102
01NE506B,UDARADELLA,28.4,20130102,01NE506B,20130102
01AM368B,NAVATKIRI ARU TANK,29.6,20130102,01AM368B,20130102
01RT0032,BALANGODA POST OFFICE,25.2,20130102,01RT0032,20130102
01AM493B,THIRUKKOVIL,29.0,20130102,01AM493B,20130102
01BT0357,MYLAMBAVELLY ESTATE,21.4,20130102,01BT0357,20130102
01KE009B,AMBANPITIYA ESTATE,20.7,20130102,01KE009B,20130102
01HT481A,SURIYAWEWA,25.2,20130102,01HT481A,20130102
01MT0232,KEKENADURA (MATARA),28.2,20130102,01MT0232,20130102
01KT400C,PALLEGODA ESTATE,22.7,20130102,01KT400C,20130102
01KG014A,ANDIGAMA FARM,21.2,20130102,01KG014A,20130102
01CB166A,HOMAGAMA,27.2,20130102,01CB166A,20130102
01GM487B,THAMMITA,29.1,20130102,01GM487B,20130102
01NE0236,KENILWORTH (STRATHELLIE),20.4,20130102,01NE0236,20130102
01KG258D,KULIYAPITIYA,25.8,20130102,01KG258D,20130102
01CB469B,COLOMBO PORT,23.0,20130102,01CB469B,20130102
01KG404A,PANDUWASNUWARA,26.5,20130102,01KG404A,20130102
01CB0080,DEHIWALA ZOO,25.9,20130102,01CB0080,20130102
01KY0418,PERADENIYA BOT.GARDENS,28.9,20130102,01KY0418,20130102
01KG0452,RIDIBENDI ELA,26.8,20130102,01KG0452,20130102
01CB0026,AVISSAWELLA HOSPITAL,24.4,20130102,01CB0026,20130102
01GM0528,WALPITA,28.0,20130102,01GM0528,20130102
01CB0016,ANGODA MENTAL HOSPITAL,28.7,20130102,01CB0016,20130102
01JF062A,CHAVAKACHCHERI,26.7,20130102,01JF062A,20130102
01KT0035,BANDARAGAMA,19.4,20130102,01KT0035,20130102
01KG0256,KOULWEWA,28.2,20130102,01KG0256,20130102
01PL020A,ARALAGANWILA,25.9,20130102,01PL020A,20130102
01KT513A,USK VALLEY S.P.,28.9,20130102,01KT513A,20130102
01MG141B,HANDAPANGALA,24.5,20130102,01MG141B,20130102
01KG0253,HAKWATUNA-OYA,23.5,20130102,01KG0253,20130102
01HT0292,MAHA LEWAYA (HAMBANTOTA),21.3,20130102,01HT0292,20130102
43PPP,POLONNARUWA,29.1,20130102,43PPP,20130102
01PU0013,ANAMADUWA DISPENSARY,21.2,20130102,01PU0013,20130102
01VA414A,PAVATKULAM,20.7,20130102,01VA414A,20130102
01KE0021,ARANAYAKE GOVT. HOSPITAL,19.1,20130102,01KE0021,20130102
