stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,20.3,20130124,01KG0329,20130124
01BD0545,WEWESSA ESTATE,19.4,20130124,01BD0545,20130124
01RT196A,KALAWANA MINI HYDRO,24.6,20130124,01RT196A,20130124
01PU313A,MARAWILA,29.2,20130124,01PU313A,20130124
01KG175A,IBBAGAMUWA,20.7,20130124,01KG175A,20130124
01KG0326,MEDIYAWA TANK,19.3,20130124,01KG0326,20130124
01PL0340,MINNERIYA TANK,22.8,20130124,01PL0340,20130124
01PL224A,KAUDULLA WEWA,24.4,20130124,01PL224A,20130124
01MU357A,MUTU IYANKADDU,29.9,20130124,01MU357A,20130124
01AM0459,SAGAMAM TANK,20.1,20130124,01AM0459,20130124
01JF0425,POINT PEDRO,26.0,20130124,01JF0425,20130124
01KE0544,WEWELTALAWA ESTATE,27.3,20130124,01KE0544,20130124
01CB0268,LABUGAMA TANK,19.9,20130124,01CB0268,20130124
01PL538C,WELIKANDA SINGHAPURA,29.1,20130124,01PL538C,20130124
01AN104A,EHETUGASWEWA,29.7,20130124,01AN104A,20130124
01KT0200,KALUTARA-P.W.D.,29.2,20130124,01KT0200,20130124
01AM0012,AMPARAI TANK,22.7,20130124,01AM0012,20130124
01KG0532,WARIYAPOLA EXPTL.STATION,24.2,20130124,01KG0532,20130124
01MG540A,WELLAWAYA,27.4,20130124,01MG540A,20130124
01GL0030,BADDEGAMA ESTATE,25.2,20130124,01GL0030,20130124
01KG407A,PANNALA VIRIDIYAWA EST,28.1,20130124,01KG407A,20130124
01MU0216,KANNUKKENI TANK,23.8,20130124,01MU0216,20130124
01KG469A,SIYAMBALANGAMUWA,22.2,20130124,01KG469A,20130124
01KI0183,IRANAMADU TANK,27.4,20130124,01KI0183,20130124
01AM001E,ADDALACHENAI,26.9,20130124,01AM001E,20130124
01GM0011,AMBEPUSSA GOVT FARM,20.2,20130124,01GM0011,20130124
01GL0267,LABUDUWA,22.0,20130124,01GL0267,20130124
01RT042C,BELIHULOYA,25.5,20130124,01RT042C,20130124
01AN193A,KAHATAGASDIGILIYA  W/S,26.4,20130124,01AN193A,20130124
01CB0025,AVISSAWELLA ESTATE,24.5,20130124,01CB0025,20130124
01CB0150,HANWELLA GROUP,23.1,20130124,01CB0150,20130124
01GM0373,NEGOMBO,25.2,20130124,01GM0373,20130124
01RT0435,PUSSELLA S.P.,26.3,20130124,01RT0435,20130124
01BT197B,KALKUDAH,25.0,20130124,01BT197B,20130124
01NE506B,UDARADELLA,25.6,20130124,01NE506B,20130124
01AM368B,NAVATKIRI ARU TANK,25.4,20130124,01AM368B,20130124
01RT0032,BALANGODA POST OFFICE,25.7,20130124,01RT0032,20130124
01AM493B,THIRUKKOVIL,24.2,20130124,01AM493B,20130124
01BT0357,MYLAMBAVELLY ESTATE,23.7,20130124,01BT0357,20130124
01KE009B,AMBANPITIYA ESTATE,24.2,20130124,01KE009B,20130124
01HT481A,SURIYAWEWA,23.6,20130124,01HT481A,20130124
01MT0232,KEKENADURA (MATARA),24.1,20130124,01MT0232,20130124
01KT400C,PALLEGODA ESTATE,26.7,20130124,01KT400C,20130124
01KG014A,ANDIGAMA FARM,24.5,20130124,01KG014A,20130124
01CB166A,HOMAGAMA,23.0,20130124,01CB166A,20130124
01GM487B,THAMMITA,24.5,20130124,01GM487B,20130124
01NE0236,KENILWORTH (STRATHELLIE),22.9,20130124,01NE0236,20130124
01KG258D,KULIYAPITIYA,21.4,20130124,01KG258D,20130124
01CB469B,COLOMBO PORT,23.0,20130124,01CB469B,20130124
01KG404A,PANDUWASNUWARA,26.0,20130124,01KG404A,20130124
01CB0080,DEHIWALA ZOO,23.1,20130124,01CB0080,20130124
01KY0418,PERADENIYA BOT.GARDENS,22.5,20130124,01KY0418,20130124
01KG0452,RIDIBENDI ELA,25.0,20130124,01KG0452,20130124
01CB0026,AVISSAWELLA HOSPITAL,21.0,20130124,01CB0026,20130124
01GM0528,WALPITA,20.4,20130124,01GM0528,20130124
01CB0016,ANGODA MENTAL HOSPITAL,29.6,20130124,01CB0016,20130124
01JF062A,CHAVAKACHCHERI,20.1,20130124,01JF062A,20130124
01KT0035,BANDARAGAMA,19.7,20130124,01KT0035,20130124
01KG0256,KOULWEWA,27.4,20130124,01KG0256,20130124
01PL020A,ARALAGANWILA,22.4,20130124,01PL020A,20130124
01KT513A,USK VALLEY S.P.,22.9,20130124,01KT513A,20130124
01MG141B,HANDAPANGALA,22.7,20130124,01MG141B,20130124
01KG0253,HAKWATUNA-OYA,22.1,20130124,01KG0253,20130124
01HT0292,MAHA LEWAYA (HAMBANTOTA),29.1,20130124,01HT0292,20130124
43PPP,POLONNARUWA,29.4,20130124,43PPP,20130124
01PU0013,ANAMADUWA DISPENSARY,20.0,20130124,01PU0013,20130124
01VA414A,PAVATKULAM,29.9,20130124,01VA414A,20130124
01KE0021,ARANAYAKE GOVT. HOSPITAL,28.2,20130124,01KE0021,20130124
01ML324A,MEDAPIHILLA,19.4,20130124,01ML324A,20130124
01NE0153,HATTON KOTAGALA ROSITA,23.7,20130124,01NE0153,20130124
01KG092B,DODANGASLANDA,25.6,20130124,01KG092B,20130124
01VA0518,VAVUNIYA P.W.D.,27.0,20130124,01VA0518,20130124
01PL0427,POLONNARUWA AGRI.STATION,25.1,20130124,01PL0427,20130124
01AM459A,SAMANTHURAI,28.5,20130124,01AM459A,20130124
01RT539B,WELLANDURA TEA FACTORY,20.3,20130124,01RT539B,20130124
01KT021A,ARAMANAGOLLA,23.5,20130124,01KT021A,20130124
01AM257A,KUDASIGIRIYA,29.6,20130124,01AM257A,20130124
43418,TRINCOMALEE,28.9,20130124,43418,20130124
43421,ANURADHAPURA,21.6,20130124,43421,20130124
43413,MANNAR,26.1,20130124,43413,20130124
43467,RATMALANA,27.0,20130124,43467,20130124
43424,PUTTALAM,22.3,20130124,43424,20130124
