mohID,mohName,dtg,week,casesCount,spatialGranule,temporalGranule
0,KIRAN,20130114,2,9,KIRAN,20130114
1,ADDACHCHENAI,20130114,2,10,ADDACHCHENAI,20130114
2,AGALAWATTA,20130114,2,9,AGALAWATTA,20130114
3,AKKARAIPATTU,20130114,2,9,AKKARAIPATTU,20130114
4,AKMEEMANA,20130114,2,9,AKMEEMANA,20130114
5,AKURANA,20130114,2,10,AKURANA,20130114
6,AKURESSA,20130114,2,2,AKURESSA,20130114
7,ALAWWA,20130114,2,7,ALAWWA,20130114
8,ALAYADIVEMBU,20130114,2,10,ALAYADIVEMBU,20130114
9,AMBAGAMUWA,20130114,2,4,AMBAGAMUWA,20130114
10,AMBALANGODA,20130114,2,7,AMBALANGODA,20130114
11,AMBALANTOTA,20130114,2,10,AMBALANTOTA,20130114
12,AMBANGANGA KORALE,20130114,2,1,AMBANGANGA KORALE,20130114
13,Ambanpola,20130114,2,8,Ambanpola,20130114
14,AMPARA,20130114,2,4,AMPARA,20130114
15,Anamaduwa,20130114,2,8,Anamaduwa,20130114
16,ANGUNUKOLAPELES,20130114,2,4,ANGUNUKOLAPELES,20130114
17,Arachchikattuwa,20130114,2,10,Arachchikattuwa,20130114
18,ARANAYAKA,20130114,2,9,ARANAYAKA,20130114
19,ARAYAMPATHY,20130114,2,2,ARAYAMPATHY,20130114
20,ATHURALIYA,20130114,2,1,ATHURALIYA,20130114
21,ATTANAGALLA,20130114,2,7,ATTANAGALLA,20130114
22,AYAGAMA,20130114,2,3,AYAGAMA,20130114
23,Badalkumbura,20130114,2,9,Badalkumbura,20130114
24,BADDEGAMA,20130114,2,8,BADDEGAMA,20130114
25,Badulla,20130114,2,2,Badulla,20130114
26,BALANGODA,20130114,2,10,BALANGODA,20130114
27,BALAPITIYA,20130114,2,0,BALAPITIYA,20130114
28,BAMBARADENIYA,20130114,2,1,BAMBARADENIYA,20130114
29,Bamunukotuwa,20130114,2,8,Bamunukotuwa,20130114
30,BANDARAGAMA,20130114,2,9,BANDARAGAMA,20130114
31,Bandarawela,20130114,2,0,Bandarawela,20130114
32,BATTARAMULLA,20130114,2,7,BATTARAMULLA,20130114
33,BATTICALOA,20130114,2,1,BATTICALOA,20130114
34,BELIATTA,20130114,2,9,BELIATTA,20130114
35,BENTOTA,20130114,2,1,BENTOTA,20130114
36,BERUWALA,20130114,2,7,BERUWALA,20130114
37,Bibila,20130114,2,7,Bibila,20130114
38,Bingiriya,20130114,2,9,Bingiriya,20130114
39,BIYAGAMA,20130114,2,1,BIYAGAMA,20130114
40,BOGAWANTHALAWA,20130114,2,1,BOGAWANTHALAWA,20130114
41,BOPE-PODDALA,20130114,2,2,BOPE-PODDALA,20130114
42,BORALESGAMUWA,20130114,2,0,BORALESGAMUWA,20130114
43,BULATHKOHUPITIYA,20130114,2,8,BULATHKOHUPITIYA,20130114
44,BULATHSINHALA,20130114,2,2,BULATHSINHALA,20130114
45,Buttala,20130114,2,4,Buttala,20130114
46,CHANKANAI,20130114,2,7,CHANKANAI,20130114
47,CHAVAKACHCHERI,20130114,2,10,CHAVAKACHCHERI,20130114
48,CHEDDIKULAM,20130114,2,2,CHEDDIKULAM,20130114
49,CHENKALADY,20130114,2,6,CHENKALADY,20130114
50,Chilaw,20130114,2,3,Chilaw,20130114
51,CMC,20130114,2,2,CMC,20130114
52,DAMANA,20130114,2,6,DAMANA,20130114
53,DAMBULLA,20130114,2,6,DAMBULLA,20130114
54,Dankotuwa,20130114,2,7,Dankotuwa,20130114
