mohID,mohName,dtg,week,casesCount,spatialGranule,temporalGranule
0,KIRAN,20130225,8,9,KIRAN,20130225
1,ADDACHCHENAI,20130225,8,9,ADDACHCHENAI,20130225
2,AGALAWATTA,20130225,8,7,AGALAWATTA,20130225
3,AKKARAIPATTU,20130225,8,3,AKKARAIPATTU,20130225
4,AKMEEMANA,20130225,8,4,AKMEEMANA,20130225
5,AKURANA,20130225,8,6,AKURANA,20130225
6,AKURESSA,20130225,8,2,AKURESSA,20130225
7,ALAWWA,20130225,8,10,ALAWWA,20130225
8,ALAYADIVEMBU,20130225,8,0,ALAYADIVEMBU,20130225
9,AMBAGAMUWA,20130225,8,2,AMBAGAMUWA,20130225
10,AMBALANGODA,20130225,8,7,AMBALANGODA,20130225
11,AMBALANTOTA,20130225,8,7,AMBALANTOTA,20130225
12,AMBANGANGA KORALE,20130225,8,3,AMBANGANGA KORALE,20130225
13,Ambanpola,20130225,8,2,Ambanpola,20130225
14,AMPARA,20130225,8,3,AMPARA,20130225
15,Anamaduwa,20130225,8,6,Anamaduwa,20130225
16,ANGUNUKOLAPELES,20130225,8,8,ANGUNUKOLAPELES,20130225
17,Arachchikattuwa,20130225,8,1,Arachchikattuwa,20130225
18,ARANAYAKA,20130225,8,6,ARANAYAKA,20130225
19,ARAYAMPATHY,20130225,8,5,ARAYAMPATHY,20130225
20,ATHURALIYA,20130225,8,4,ATHURALIYA,20130225
21,ATTANAGALLA,20130225,8,2,ATTANAGALLA,20130225
22,AYAGAMA,20130225,8,10,AYAGAMA,20130225
23,Badalkumbura,20130225,8,6,Badalkumbura,20130225
24,BADDEGAMA,20130225,8,0,BADDEGAMA,20130225
25,Badulla,20130225,8,1,Badulla,20130225
26,BALANGODA,20130225,8,4,BALANGODA,20130225
27,BALAPITIYA,20130225,8,8,BALAPITIYA,20130225
28,BAMBARADENIYA,20130225,8,6,BAMBARADENIYA,20130225
29,Bamunukotuwa,20130225,8,0,Bamunukotuwa,20130225
30,BANDARAGAMA,20130225,8,3,BANDARAGAMA,20130225
31,Bandarawela,20130225,8,9,Bandarawela,20130225
32,BATTARAMULLA,20130225,8,8,BATTARAMULLA,20130225
33,BATTICALOA,20130225,8,1,BATTICALOA,20130225
34,BELIATTA,20130225,8,9,BELIATTA,20130225
35,BENTOTA,20130225,8,0,BENTOTA,20130225
36,BERUWALA,20130225,8,3,BERUWALA,20130225
37,Bibila,20130225,8,7,Bibila,20130225
38,Bingiriya,20130225,8,1,Bingiriya,20130225
39,BIYAGAMA,20130225,8,2,BIYAGAMA,20130225
40,BOGAWANTHALAWA,20130225,8,10,BOGAWANTHALAWA,20130225
41,BOPE-PODDALA,20130225,8,0,BOPE-PODDALA,20130225
42,BORALESGAMUWA,20130225,8,1,BORALESGAMUWA,20130225
43,BULATHKOHUPITIYA,20130225,8,6,BULATHKOHUPITIYA,20130225
44,BULATHSINHALA,20130225,8,3,BULATHSINHALA,20130225
45,Buttala,20130225,8,9,Buttala,20130225
46,CHANKANAI,20130225,8,2,CHANKANAI,20130225
47,CHAVAKACHCHERI,20130225,8,9,CHAVAKACHCHERI,20130225
48,CHEDDIKULAM,20130225,8,3,CHEDDIKULAM,20130225
49,CHENKALADY,20130225,8,3,CHENKALADY,20130225
50,Chilaw,20130225,8,2,Chilaw,20130225
51,CMC,20130225,8,9,CMC,20130225
52,DAMANA,20130225,8,5,DAMANA,20130225
53,DAMBULLA,20130225,8,7,DAMBULLA,20130225
54,Dankotuwa,20130225,8,6,Dankotuwa,20130225
55,DEHIOVITA,20130225,8,3,DEHIOVITA,20130225
56,DEHIWALA,20130225,8,7,DEHIWALA,20130225
57,DEHIYATHAKANDIYA,20130225,8,5,DEHIYATHAKANDIYA,20130225
58,DELTHOTA,20130225,8,3,DELTHOTA,20130225
59,DERANIYAGALA,20130225,8,6,DERANIYAGALA,20130225
60,DEVINUWARA,20130225,8,0,DEVINUWARA,20130225
61,DICKWELLA,20130225,8,3,DICKWELLA,20130225
62,DIMBULAGALA,20130225,8,4,DIMBULAGALA,20130225
63,DIVULAPITIYA,20130225,8,9,DIVULAPITIYA,20130225
64,DOLUWA,20130225,8,5,DOLUWA,20130225
65,DOMPE,20130225,8,1,DOMPE,20130225
66,EACHCHILAMPATRU,20130225,8,9,EACHCHILAMPATRU,20130225
67,EHELIYAGODA,20130225,8,2,EHELIYAGODA,20130225
68,ELAHERA,20130225,8,10,ELAHERA,20130225
69,ELAPATHA,20130225,8,0,ELAPATHA,20130225
70,Ella,20130225,8,8,Ella,20130225
71,ELPITIYA,20130225,8,10,ELPITIYA,20130225
72,EMBILIPITIYA,20130225,8,7,EMBILIPITIYA,20130225
73,ERAVUR,20130225,8,0,ERAVUR,20130225
74,GALENBIDUNUWAWE,20130225,8,5,GALENBIDUNUWAWE,20130225
75,GALEWELA,20130225,8,1,GALEWELA,20130225
76,Galgamuwa,20130225,8,3,Galgamuwa,20130225
77,GALIGAMUWA,20130225,8,7,GALIGAMUWA,20130225
78,GALLE FOUR GRAVETS,20130225,8,3,GALLE FOUR GRAVETS,20130225
79,GALNEWA,20130225,8,9,GALNEWA,20130225
80,GAMPAHA,20130225,8,6,GAMPAHA,20130225
81,Ganewatta,20130225,8,1,Ganewatta,20130225
82,GANGA IHALA KORALE,20130225,8,8,GANGA IHALA KORALE,20130225
83,Girandurukotte,20130225,8,4,Girandurukotte,20130225
84,Giribawa,20130225,8,4,Giribawa,20130225
85,GODAKAWELA,20130225,8,3,GODAKAWELA,20130225
86,GONAPINUWALA,20130225,8,5,GONAPINUWALA,20130225
87,GORAMANKADAWELA,20130225,8,3,GORAMANKADAWELA,20130225
88,HABARADUWA,20130225,8,6,HABARADUWA,20130225
89,HAKMANA,20130225,8,9,HAKMANA,20130225
90,Haldummulla,20130225,8,0,Haldummulla,20130225
91,Haliela,20130225,8,10,Haliela,20130225
92,HAMBANTOTA,20130225,8,4,HAMBANTOTA,20130225
93,HANGURANKETHA,20130225,8,3,HANGURANKETHA,20130225
94,HANWELLA,20130225,8,1,HANWELLA,20130225
95,Haputhale,20130225,8,2,Haputhale,20130225
96,HARISPATTUWA,20130225,8,6,HARISPATTUWA,20130225
97,HATHARALIYADDA,20130225,8,0,HATHARALIYADDA,20130225
98,HIKKADUWA,20130225,8,3,HIKKADUWA,20130225
99,HINGURAKGODA,20130225,8,5,HINGURAKGODA,20130225
100,HOMAGAMA,20130225,8,9,HOMAGAMA,20130225
101,HORANA,20130225,8,4,HORANA,20130225
102,HOROWPOTHANA,20130225,8,0,HOROWPOTHANA,20130225
103,Ibbagamuwa,20130225,8,10,Ibbagamuwa,20130225
104,IMADUWA,20130225,8,0,IMADUWA,20130225
105,IMBULPE,20130225,8,0,IMBULPE,20130225
106,INGIRIYA,20130225,8,10,INGIRIYA,20130225
107,IPALOGAMA,20130225,8,9,IPALOGAMA,20130225
108,IRAKKAMAM,20130225,8,3,IRAKKAMAM,20130225
109,JA-ELA,20130225,8,9,JA-ELA,20130225
110,JAFFNA,20130225,8,5,JAFFNA,20130225
111,KADUWELA,20130225,8,8,KADUWELA,20130225
112,KAHATAGASDIGILIYA,20130225,8,2,KAHATAGASDIGILIYA,20130225
113,KAHATHUDUWA,20130225,8,1,KAHATHUDUWA,20130225
114,KAHAWATHTHA,20130225,8,2,KAHAWATHTHA,20130225
115,KALAWANA,20130225,8,1,KALAWANA,20130225
116,KALMUNAI SOUTH ( MUSLIM DIV ),20130225,8,8,KALMUNAI SOUTH ( MUSLIM DIV ),20130225
117,KALNUMAI NORTH ( TAMIL DIV ),20130225,8,3,KALNUMAI NORTH ( TAMIL DIV ),20130225
118,Kalpitiya,20130225,8,0,Kalpitiya,20130225
119,KALUTARA,20130225,8,10,KALUTARA,20130225
120,KALUWANCHIKUDY,20130225,8,8,KALUWANCHIKUDY,20130225
121,KAMBURUPITIYA,20130225,8,8,KAMBURUPITIYA,20130225
122,Kandaketiya,20130225,8,8,Kandaketiya,20130225
123,KANDAWALAI,20130225,8,9,KANDAWALAI,20130225
124,KANDY FOUR GRAVETS & GANGAWATA KORALE,20130225,8,4,KANDY FOUR GRAVETS & GANGAWATA KORALE,20130225
125,KANTHALE,20130225,8,8,KANTHALE,20130225
126,KARAITHIVU,20130225,8,1,KARAITHIVU,20130225
127,KARANDENIYA,20130225,8,0,KARANDENIYA,20130225
128,KARAVEDDY,20130225,8,9,KARAVEDDY,20130225
129,Karuwalagaswewa,20130225,8,6,Karuwalagaswewa,20130225
130,KATANA,20130225,8,6,KATANA,20130225
131,Kataragama,20130225,8,5,Kataragama,20130225
132,KATTANKUDY,20130225,8,10,KATTANKUDY,20130225
133,Katupotha,20130225,8,4,Katupotha,20130225
134,KATUWANA,20130225,8,0,KATUWANA,20130225
135,KAYTS,20130225,8,7,KAYTS,20130225
136,KEBITHIGOLLEWA,20130225,8,1,KEBITHIGOLLEWA,20130225
137,KEGALLE,20130225,8,9,KEGALLE,20130225
138,KEKIRAWA,20130225,8,9,KEKIRAWA,20130225
139,KELANIYA,20130225,8,3,KELANIYA,20130225
140,KILINOCHCHI,20130225,8,2,KILINOCHCHI,20130225
141,KINNIYA,20130225,8,1,KINNIYA,20130225
142,KIRIELLA,20130225,8,3,KIRIELLA,20130225
143,KIRINDA PUHULWELLA,20130225,8,2,KIRINDA PUHULWELLA,20130225
144,Kobeigane,20130225,8,2,Kobeigane,20130225
145,KOLONNA,20130225,8,2,KOLONNA,20130225
146,KOLONNAWA,20130225,8,3,KOLONNAWA,20130225
147,KOPAY,20130225,8,10,KOPAY,20130225
148,KORALAIPATTU ( ODDMAVADI CENTRAL ),20130225,8,9,KORALAIPATTU ( ODDMAVADI CENTRAL ),20130225
149,KOTAGALA,20130225,8,2,KOTAGALA,20130225
150,KOTAPOLA,20130225,8,4,KOTAPOLA,20130225
151,Kotawehera,20130225,8,1,Kotawehera,20130225
152,KOTHMALE,20130225,8,5,KOTHMALE,20130225
153,KUCHCHAVELI,20130225,8,1,KUCHCHAVELI,20130225
154,Kuliyapitiya,20130225,8,7,Kuliyapitiya,20130225
155,KUNDASALE,20130225,8,7,KUNDASALE,20130225
156,Kurunegala,20130225,8,5,Kurunegala,20130225
157,KURUWITA,20130225,8,1,KURUWITA,20130225
158,LAGGALA-PALLEGAMA,20130225,8,7,LAGGALA-PALLEGAMA,20130225
159,LAHUGALA,20130225,8,2,LAHUGALA,20130225
160,LANKAPURA,20130225,8,1,LANKAPURA,20130225
161,LINDULA,20130225,8,9,LINDULA,20130225
162,Lunugala,20130225,8,9,Lunugala,20130225
163,LUNUGAMVEHERA,20130225,8,3,LUNUGAMVEHERA,20130225
164,MADHU,20130225,8,2,MADHU,20130225
165,Madulla,20130225,8,4,Madulla,20130225
166,MADURAWALA,20130225,8,4,MADURAWALA,20130225
167,MAHAOYA,20130225,8,2,MAHAOYA,20130225
168,MAHARA,20130225,8,10,MAHARA,20130225
169,MAHARAGAMA,20130225,8,2,MAHARAGAMA,20130225
170,Mahawa,20130225,8,3,Mahawa,20130225
171,Mahawewa,20130225,8,6,Mahawewa,20130225
