mohID,mohName,dtg,week,casesCount,spatialGranule,temporalGranule
0,KIRAN,20130121,3,1,KIRAN,20130121
1,ADDACHCHENAI,20130121,3,1,ADDACHCHENAI,20130121
2,AGALAWATTA,20130121,3,1,AGALAWATTA,20130121
3,AKKARAIPATTU,20130121,3,1,AKKARAIPATTU,20130121
4,AKMEEMANA,20130121,3,9,AKMEEMANA,20130121
5,AKURANA,20130121,3,0,AKURANA,20130121
6,AKURESSA,20130121,3,9,AKURESSA,20130121
7,ALAWWA,20130121,3,3,ALAWWA,20130121
8,ALAYADIVEMBU,20130121,3,8,ALAYADIVEMBU,20130121
9,AMBAGAMUWA,20130121,3,10,AMBAGAMUWA,20130121
10,AMBALANGODA,20130121,3,4,AMBALANGODA,20130121
11,AMBALANTOTA,20130121,3,7,AMBALANTOTA,20130121
12,AMBANGANGA KORALE,20130121,3,0,AMBANGANGA KORALE,20130121
13,Ambanpola,20130121,3,1,Ambanpola,20130121
14,AMPARA,20130121,3,2,AMPARA,20130121
15,Anamaduwa,20130121,3,0,Anamaduwa,20130121
16,ANGUNUKOLAPELES,20130121,3,10,ANGUNUKOLAPELES,20130121
17,Arachchikattuwa,20130121,3,10,Arachchikattuwa,20130121
18,ARANAYAKA,20130121,3,1,ARANAYAKA,20130121
19,ARAYAMPATHY,20130121,3,0,ARAYAMPATHY,20130121
20,ATHURALIYA,20130121,3,5,ATHURALIYA,20130121
21,ATTANAGALLA,20130121,3,10,ATTANAGALLA,20130121
22,AYAGAMA,20130121,3,0,AYAGAMA,20130121
23,Badalkumbura,20130121,3,3,Badalkumbura,20130121
24,BADDEGAMA,20130121,3,5,BADDEGAMA,20130121
25,Badulla,20130121,3,5,Badulla,20130121
26,BALANGODA,20130121,3,10,BALANGODA,20130121
27,BALAPITIYA,20130121,3,3,BALAPITIYA,20130121
28,BAMBARADENIYA,20130121,3,7,BAMBARADENIYA,20130121
29,Bamunukotuwa,20130121,3,0,Bamunukotuwa,20130121
30,BANDARAGAMA,20130121,3,5,BANDARAGAMA,20130121
31,Bandarawela,20130121,3,3,Bandarawela,20130121
32,BATTARAMULLA,20130121,3,10,BATTARAMULLA,20130121
33,BATTICALOA,20130121,3,9,BATTICALOA,20130121
34,BELIATTA,20130121,3,5,BELIATTA,20130121
35,BENTOTA,20130121,3,8,BENTOTA,20130121
36,BERUWALA,20130121,3,5,BERUWALA,20130121
37,Bibila,20130121,3,5,Bibila,20130121
38,Bingiriya,20130121,3,4,Bingiriya,20130121
39,BIYAGAMA,20130121,3,8,BIYAGAMA,20130121
40,BOGAWANTHALAWA,20130121,3,10,BOGAWANTHALAWA,20130121
41,BOPE-PODDALA,20130121,3,2,BOPE-PODDALA,20130121
42,BORALESGAMUWA,20130121,3,0,BORALESGAMUWA,20130121
43,BULATHKOHUPITIYA,20130121,3,0,BULATHKOHUPITIYA,20130121
44,BULATHSINHALA,20130121,3,0,BULATHSINHALA,20130121
45,Buttala,20130121,3,4,Buttala,20130121
46,CHANKANAI,20130121,3,4,CHANKANAI,20130121
47,CHAVAKACHCHERI,20130121,3,2,CHAVAKACHCHERI,20130121
48,CHEDDIKULAM,20130121,3,9,CHEDDIKULAM,20130121
49,CHENKALADY,20130121,3,6,CHENKALADY,20130121
50,Chilaw,20130121,3,2,Chilaw,20130121
51,CMC,20130121,3,6,CMC,20130121
52,DAMANA,20130121,3,6,DAMANA,20130121
53,DAMBULLA,20130121,3,10,DAMBULLA,20130121
54,Dankotuwa,20130121,3,2,Dankotuwa,20130121
55,DEHIOVITA,20130121,3,7,DEHIOVITA,20130121
56,DEHIWALA,20130121,3,7,DEHIWALA,20130121
57,DEHIYATHAKANDIYA,20130121,3,6,DEHIYATHAKANDIYA,20130121
58,DELTHOTA,20130121,3,0,DELTHOTA,20130121
59,DERANIYAGALA,20130121,3,1,DERANIYAGALA,20130121
60,DEVINUWARA,20130121,3,8,DEVINUWARA,20130121
61,DICKWELLA,20130121,3,1,DICKWELLA,20130121
62,DIMBULAGALA,20130121,3,0,DIMBULAGALA,20130121
63,DIVULAPITIYA,20130121,3,0,DIVULAPITIYA,20130121
64,DOLUWA,20130121,3,1,DOLUWA,20130121
65,DOMPE,20130121,3,8,DOMPE,20130121
66,EACHCHILAMPATRU,20130121,3,10,EACHCHILAMPATRU,20130121
67,EHELIYAGODA,20130121,3,5,EHELIYAGODA,20130121
68,ELAHERA,20130121,3,1,ELAHERA,20130121
69,ELAPATHA,20130121,3,10,ELAPATHA,20130121
70,Ella,20130121,3,7,Ella,20130121
71,ELPITIYA,20130121,3,7,ELPITIYA,20130121
72,EMBILIPITIYA,20130121,3,0,EMBILIPITIYA,20130121
73,ERAVUR,20130121,3,5,ERAVUR,20130121
74,GALENBIDUNUWAWE,20130121,3,9,GALENBIDUNUWAWE,20130121
75,GALEWELA,20130121,3,8,GALEWELA,20130121
76,Galgamuwa,20130121,3,1,Galgamuwa,20130121
77,GALIGAMUWA,20130121,3,1,GALIGAMUWA,20130121
78,GALLE FOUR GRAVETS,20130121,3,0,GALLE FOUR GRAVETS,20130121
79,GALNEWA,20130121,3,4,GALNEWA,20130121
80,GAMPAHA,20130121,3,3,GAMPAHA,20130121
81,Ganewatta,20130121,3,2,Ganewatta,20130121
82,GANGA IHALA KORALE,20130121,3,10,GANGA IHALA KORALE,20130121
83,Girandurukotte,20130121,3,3,Girandurukotte,20130121
84,Giribawa,20130121,3,1,Giribawa,20130121
85,GODAKAWELA,20130121,3,10,GODAKAWELA,20130121
86,GONAPINUWALA,20130121,3,3,GONAPINUWALA,20130121
87,GORAMANKADAWELA,20130121,3,0,GORAMANKADAWELA,20130121
