cell,mobility,dtg
1610,2.42,201301021600
1846,2.89,201301021600
1851,2.92,201301021600
1853,2.18,201301021600
1856,0.55,201301021600
1857,0.78,201301021600
2103,1.4,201301021600
2105,0.63,201301021600
2106,0.66,201301021600
2107,1.63,201301021600
2114,1.86,201301021600
2342,2.98,201301021600
2347,0.78,201301021600
2351,1.44,201301021600
2354,2.12,201301021600
2357,1.02,201301021600
2372,2.8,201301021600
2374,2.25,201301021600
2591,2.65,201301021600
2595,2.52,201301021600
2605,1.77,201301021600
2611,2.41,201301021600
2615,2.45,201301021600
2620,1.0,201301021600
2627,1.62,201301021600
2839,1.34,201301021600
2847,1.06,201301021600
3086,1.98,201301021600
3094,1.14,201301021600
3100,1.62,201301021600
3124,0.6,201301021600
3128,1.65,201301021600
3334,1.11,201301021600
3337,1.44,201301021600
3375,0.97,201301021600
3614,2.68,201301021600
3619,1.08,201301021600
3632,2.4,201301021600
3635,2.38,201301021600
3830,1.56,201301021600
3831,1.63,201301021600
3833,1.63,201301021600
3837,2.41,201301021600
3845,1.7,201301021600
3856,0.89,201301021600
3860,2.43,201301021600
3865,1.59,201301021600
4078,1.36,201301021600
4081,1.01,201301021600
4137,2.71,201301021600
4141,2.23,201301021600
4142,2.45,201301021600
4328,0.73,201301021600
4329,0.55,201301021600
4341,1.38,201301021600
4345,1.91,201301021600
4348,2.44,201301021600
4354,1.74,201301021600
4372,2.61,201301021600
4577,0.58,201301021600
4578,1.52,201301021600
4580,1.81,201301021600
4582,2.65,201301021600
4605,2.85,201301021600
4608,0.83,201301021600
4631,2.98,201301021600
4636,0.87,201301021600
4637,1.55,201301021600
4829,0.68,201301021600
4830,2.99,201301021600
4831,2.03,201301021600
4834,2.7,201301021600
4837,2.75,201301021600
4852,1.14,201301021600
4863,2.17,201301021600
4868,0.9,201301021600
4890,0.52,201301021600
4891,2.86,201301021600
5078,2.41,201301021600
5081,2.14,201301021600
5084,1.66,201301021600
5127,0.96,201301021600
5153,2.9,201301021600
5327,2.89,201301021600
5329,2.66,201301021600
5333,2.67,201301021600
5334,1.9,201301021600
5339,1.27,201301021600
5369,1.48,201301021600
5402,0.94,201301021600
5410,2.45,201301021600
5577,1.86,201301021600
5581,1.53,201301021600
5592,2.6,201301021600
5612,0.9,201301021600
5623,0.98,201301021600
5876,1.19,201301021600
5893,2.95,201301021600
5898,1.3,201301021600
6078,2.3,201301021600
6118,2.9,201301021600
6136,1.0,201301021600
6158,0.7,201301021600
6159,0.82,201301021600
6333,2.78,201301021600
6353,1.37,201301021600
6365,1.93,201301021600
6366,1.51,201301021600
6414,2.71,201301021600
6588,2.16,201301021600
6609,1.72,201301021600
6635,0.53,201301021600
6668,0.84,201301021600
6841,1.93,201301021600
6849,2.91,201301021600
6896,1.05,201301021600
6924,1.65,201301021600
6928,1.47,201301021600
6935,0.88,201301021600
6939,2.87,201301021600
7077,0.71,201301021600
7078,0.89,201301021600
7085,1.01,201301021600
7088,1.86,201301021600
7113,2.36,201301021600
7114,2.46,201301021600
7129,1.29,201301021600
7133,1.11,201301021600
7165,1.74,201301021600
7192,1.02,201301021600
7354,0.78,201301021600
7375,1.06,201301021600
