cell,mobility,dtg
1610,0.6,201301090800
1846,0.62,201301090800
1851,2.6,201301090800
1853,2.76,201301090800
1856,2.5,201301090800
1857,0.78,201301090800
2103,0.91,201301090800
2105,2.62,201301090800
2106,2.51,201301090800
2107,2.03,201301090800
2114,1.98,201301090800
2342,1.69,201301090800
2347,0.74,201301090800
2351,1.88,201301090800
2354,1.97,201301090800
2357,1.09,201301090800
2372,0.83,201301090800
2374,1.92,201301090800
2591,0.82,201301090800
2595,1.14,201301090800
2605,1.09,201301090800
2611,1.62,201301090800
2615,1.0,201301090800
2620,1.46,201301090800
2627,0.66,201301090800
2839,2.91,201301090800
2847,1.57,201301090800
3086,0.78,201301090800
3094,0.79,201301090800
3100,2.26,201301090800
3124,2.73,201301090800
3128,0.97,201301090800
3334,1.28,201301090800
3337,1.72,201301090800
3375,1.87,201301090800
3614,2.04,201301090800
3619,2.84,201301090800
3632,2.5,201301090800
3635,1.03,201301090800
3830,1.82,201301090800
3831,1.62,201301090800
3833,1.59,201301090800
3837,1.25,201301090800
3845,2.93,201301090800
3856,0.98,201301090800
3860,1.17,201301090800
3865,1.87,201301090800
4078,0.71,201301090800
4081,2.01,201301090800
4137,1.95,201301090800
4141,0.58,201301090800
4142,1.06,201301090800
4328,2.62,201301090800
4329,2.54,201301090800
4341,2.26,201301090800
4345,1.47,201301090800
4348,1.71,201301090800
4354,1.94,201301090800
4372,1.48,201301090800
4577,0.82,201301090800
4578,2.3,201301090800
4580,1.68,201301090800
4582,2.16,201301090800
4605,2.55,201301090800
4608,1.53,201301090800
4631,1.83,201301090800
4636,2.88,201301090800
4637,1.33,201301090800
4829,1.66,201301090800
4830,0.83,201301090800
4831,2.91,201301090800
4834,1.34,201301090800
4837,1.11,201301090800
4852,2.79,201301090800
4863,2.18,201301090800
4868,1.51,201301090800
4890,2.32,201301090800
4891,1.37,201301090800
5078,2.72,201301090800
5081,2.68,201301090800
5084,1.54,201301090800
5127,1.87,201301090800
5153,0.83,201301090800
5327,1.09,201301090800
5329,0.51,201301090800
5333,2.25,201301090800
5334,1.22,201301090800
5339,1.31,201301090800
5369,1.84,201301090800
5402,1.11,201301090800
5410,0.99,201301090800
5577,2.57,201301090800
5581,2.55,201301090800
5592,2.08,201301090800
5612,0.62,201301090800
5623,2.91,201301090800
5876,1.95,201301090800
5893,2.84,201301090800
5898,2.68,201301090800
6078,0.61,201301090800
6118,1.11,201301090800
6136,0.82,201301090800
6158,2.66,201301090800
6159,1.59,201301090800
6333,1.19,201301090800
6353,1.33,201301090800
6365,1.74,201301090800
6366,1.97,201301090800
6414,1.19,201301090800
6588,2.66,201301090800
6609,2.86,201301090800
6635,2.05,201301090800
6668,1.27,201301090800
6841,2.63,201301090800
6849,2.98,201301090800
6896,2.81,201301090800
6924,2.75,201301090800
6928,1.59,201301090800
6935,2.75,201301090800
6939,2.35,201301090800
7077,0.99,201301090800
7078,2.53,201301090800
7085,1.67,201301090800
7088,2.5,201301090800
7113,2.54,201301090800
7114,2.28,201301090800
7129,1.01,201301090800
7133,0.99,201301090800
7165,1.14,201301090800
7192,1.61,201301090800
7354,0.76,201301090800
7375,1.29,201301090800
7379,2.21,201301090800
7401,0.84,201301090800
7410,0.94,201301090800
7436,2.39,201301090800
7584,1.34,201301090800
7646,2.4,201301090800
7849,2.99,201301090800
7871,1.23,201301090800
7927,2.57,201301090800
7948,0.9,201301090800
8080,0.86,201301090800
8170,0.79,201301090800
8182,1.42,201301090800
8195,2.2,201301090800
8342,1.76,201301090800
8582,2.37,201301090800
8602,2.16,201301090800
8609,2.68,201301090800
8638,2.11,201301090800
8656,2.58,201301090800
8830,2.5,201301090800
8839,2.46,201301090800
8876,1.49,201301090800
8897,0.79,201301090800
8912,2.06,201301090800
8918,0.54,201301090800
8929,0.91,201301090800
8940,2.68,201301090800
8954,1.77,201301090800
9140,1.98,201301090800
9333,0.61,201301090800
9468,0.54,201301090800
9473,2.52,201301090800
9589,1.3,201301090800
9601,1.03,201301090800
9607,0.67,201301090800
9658,1.84,201301090800
9724,1.74,201301090800
9833,2.48,201301090800
10084,2.67,201301090800
10089,2.11,201301090800
10096,1.74,201301090800
10144,0.8,201301090800
10170,0.55,201301090800
10181,0.91,201301090800
10189,1.87,201301090800
10201,0.75,201301090800
10334,2.84,201301090800
10335,2.78,201301090800
10383,2.81,201301090800
10414,1.07,201301090800
10444,1.81,201301090800
10458,1.33,201301090800
10477,0.64,201301090800
10586,1.53,201301090800
10601,0.67,201301090800
10609,1.67,201301090800
10616,1.48,201301090800
10633,0.75,201301090800
10655,0.79,201301090800
10665,1.52,201301090800
10681,2.96,201301090800
10717,0.81,201301090800
10835,2.66,201301090800
10837,1.87,201301090800
10847,2.39,201301090800
10903,2.88,201301090800
10911,1.64,201301090800
10918,2.65,201301090800
10973,2.46,201301090800
11087,1.66,201301090800
11092,2.41,201301090800
11128,0.78,201301090800
11222,1.84,201301090800
11223,1.95,201301090800
11225,1.92,201301090800
11238,2.15,201301090800
11361,1.95,201301090800
11393,2.9,201301090800
11424,1.57,201301090800
11601,0.59,201301090800
11682,2.03,201301090800
11704,2.87,201301090800
11858,2.54,201301090800
11884,2.33,201301090800
11901,0.64,201301090800
11946,1.29,201301090800
11960,2.26,201301090800
11972,2.65,201301090800
12089,1.68,201301090800
12090,2.12,201301090800
12096,1.44,201301090800
12120,2.59,201301090800
12157,1.42,201301090800
12230,1.18,201301090800
12383,1.48,201301090800
12431,2.44,201301090800
12601,0.99,201301090800
12625,2.26,201301090800
12632,2.59,201301090800
12842,2.18,201301090800
12875,1.99,201301090800
12901,1.32,201301090800
12913,1.93,201301090800
12933,2.0,201301090800
12934,0.62,201301090800
12985,0.65,201301090800
13099,2.0,201301090800
13114,1.7,201301090800
13150,1.48,201301090800
13175,2.86,201301090800
13183,1.75,201301090800
13222,1.39,201301090800
13358,2.79,201301090800
13444,1.7,201301090800
13455,0.75,201301090800
13456,0.96,201301090800
13670,2.25,201301090800
13694,2.67,201301090800
13845,1.5,201301090800
13849,2.2,201301090800
14011,0.91,201301090800
14095,2.25,201301090800
14133,0.58,201301090800
14161,1.49,201301090800
14167,1.09,201301090800
14184,1.73,201301090800
14241,0.77,201301090800
14255,2.41,201301090800
14349,2.81,201301090800
14350,0.55,201301090800
14375,1.42,201301090800
14452,2.79,201301090800
14475,1.7,201301090800
14620,0.5,201301090800
14673,2.85,201301090800
14745,1.59,201301090800
14859,2.13,201301090800
14936,2.48,201301090800
14995,1.6,201301090800
15097,2.06,201301090800
15098,1.06,201301090800
15246,2.74,201301090800
15349,2.9,201301090800
15440,1.07,201301090800
15600,2.57,201301090800
15656,1.65,201301090800
15672,2.68,201301090800
15699,1.73,201301090800
15714,1.97,201301090800
15725,0.87,201301090800
15744,1.43,201301090800
15849,1.76,201301090800
15850,1.31,201301090800
15851,2.31,201301090800
15853,2.67,201301090800
15871,2.74,201301090800
16100,1.43,201301090800
16105,1.1,201301090800
16114,0.9,201301090800
16171,0.77,201301090800
16184,2.18,201301090800
16400,2.93,201301090800
16414,2.81,201301090800
16601,1.86,201301090800
16604,1.49,201301090800
16625,1.95,201301090800
16670,2.89,201301090800
16853,2.69,201301090800
16868,2.32,201301090800
16932,1.34,201301090800
17232,0.56,201301090800
17355,0.74,201301090800
17358,0.8,201301090800
17367,0.66,201301090800
17635,2.48,201301090800
17673,0.9,201301090800
17681,0.85,201301090800
17884,1.62,201301090800
17984,0.81,201301090800
18108,1.55,201301090800
18115,2.09,201301090800
18118,0.56,201301090800
18123,1.86,201301090800
18139,1.91,201301090800
18154,1.82,201301090800
18160,2.62,201301090800
18177,0.77,201301090800
