cell,mobility,dtg
1610,1.22,201301070800
1846,1.51,201301070800
1851,0.8,201301070800
1853,1.65,201301070800
1856,2.88,201301070800
1857,0.96,201301070800
2103,2.11,201301070800
2105,1.21,201301070800
2106,1.19,201301070800
2107,2.87,201301070800
2114,1.38,201301070800
2342,1.43,201301070800
2347,1.76,201301070800
2351,2.12,201301070800
2354,2.32,201301070800
2357,2.53,201301070800
2372,1.42,201301070800
2374,2.2,201301070800
2591,0.55,201301070800
2595,2.21,201301070800
2605,2.82,201301070800
2611,2.13,201301070800
2615,1.23,201301070800
2620,2.72,201301070800
2627,2.96,201301070800
2839,2.27,201301070800
2847,2.17,201301070800
3086,1.18,201301070800
3094,2.0,201301070800
3100,0.75,201301070800
3124,2.81,201301070800
3128,2.22,201301070800
3334,2.4,201301070800
3337,2.28,201301070800
3375,2.95,201301070800
3614,2.23,201301070800
3619,1.25,201301070800
3632,3.0,201301070800
3635,0.54,201301070800
3830,2.35,201301070800
3831,0.73,201301070800
3833,0.7,201301070800
3837,2.5,201301070800
3845,2.79,201301070800
3856,2.49,201301070800
3860,2.84,201301070800
3865,2.78,201301070800
4078,1.09,201301070800
4081,2.48,201301070800
4137,0.56,201301070800
4141,1.42,201301070800
4142,0.99,201301070800
4328,1.96,201301070800
4329,1.23,201301070800
4341,2.72,201301070800
4345,1.93,201301070800
4348,2.85,201301070800
4354,2.21,201301070800
4372,0.53,201301070800
4577,0.61,201301070800
4578,1.16,201301070800
4580,2.37,201301070800
4582,0.67,201301070800
4605,2.75,201301070800
4608,0.59,201301070800
4631,0.83,201301070800
4636,0.58,201301070800
4637,2.63,201301070800
4829,2.41,201301070800
4830,1.28,201301070800
4831,2.27,201301070800
4834,2.46,201301070800
4837,1.63,201301070800
4852,1.35,201301070800
4863,0.58,201301070800
4868,1.42,201301070800
4890,1.73,201301070800
4891,0.85,201301070800
5078,1.38,201301070800
5081,1.89,201301070800
5084,1.56,201301070800
5127,0.87,201301070800
5153,0.96,201301070800
5327,2.53,201301070800
5329,0.91,201301070800
5333,2.28,201301070800
5334,2.75,201301070800
5339,2.24,201301070800
5369,1.18,201301070800
5402,0.58,201301070800
5410,1.62,201301070800
5577,1.87,201301070800
5581,2.75,201301070800
5592,2.0,201301070800
5612,1.69,201301070800
5623,1.44,201301070800
5876,2.38,201301070800
5893,1.99,201301070800
5898,2.52,201301070800
6078,1.4,201301070800
6118,1.26,201301070800
6136,0.86,201301070800
6158,2.01,201301070800
6159,2.0,201301070800
6333,1.75,201301070800
6353,1.66,201301070800
6365,0.9,201301070800
6366,1.9,201301070800
6414,2.7,201301070800
6588,0.65,201301070800
6609,1.14,201301070800
6635,2.19,201301070800
6668,1.92,201301070800
6841,1.14,201301070800
6849,1.44,201301070800
6896,0.84,201301070800
6924,2.47,201301070800
6928,0.57,201301070800
6935,0.7,201301070800
6939,2.14,201301070800
7077,2.26,201301070800
7078,1.2,201301070800
7085,1.39,201301070800
7088,1.08,201301070800
7113,1.27,201301070800
7114,2.86,201301070800
7129,0.71,201301070800
7133,2.77,201301070800
7165,2.47,201301070800
7192,2.95,201301070800
7354,1.52,201301070800
7375,2.62,201301070800
7379,2.74,201301070800
7401,1.16,201301070800
7410,1.31,201301070800
7436,2.65,201301070800
