cell,mobility,dtg
1610,2.92,201301091600
1846,2.33,201301091600
1851,2.03,201301091600
1853,1.67,201301091600
1856,2.94,201301091600
1857,2.84,201301091600
2103,2.48,201301091600
2105,2.62,201301091600
2106,2.37,201301091600
2107,1.95,201301091600
2114,2.0,201301091600
2342,2.23,201301091600
2347,2.06,201301091600
2351,2.16,201301091600
2354,1.79,201301091600
2357,0.65,201301091600
2372,0.89,201301091600
2374,0.73,201301091600
2591,1.18,201301091600
2595,2.23,201301091600
2605,2.86,201301091600
2611,1.72,201301091600
2615,1.07,201301091600
2620,1.42,201301091600
2627,0.88,201301091600
2839,1.38,201301091600
2847,2.87,201301091600
3086,2.11,201301091600
3094,2.44,201301091600
3100,1.93,201301091600
3124,1.89,201301091600
3128,2.22,201301091600
3334,2.5,201301091600
3337,2.41,201301091600
3375,0.93,201301091600
3614,2.62,201301091600
3619,0.7,201301091600
3632,0.69,201301091600
3635,2.42,201301091600
3830,2.43,201301091600
3831,0.63,201301091600
3833,0.97,201301091600
3837,2.84,201301091600
3845,1.48,201301091600
3856,0.53,201301091600
3860,1.06,201301091600
3865,0.89,201301091600
4078,1.02,201301091600
4081,0.77,201301091600
4137,1.58,201301091600
4141,2.71,201301091600
4142,2.16,201301091600
4328,2.64,201301091600
4329,2.91,201301091600
4341,1.56,201301091600
4345,1.6,201301091600
4348,1.23,201301091600
4354,0.74,201301091600
4372,0.52,201301091600
4577,2.92,201301091600
4578,0.75,201301091600
4580,0.85,201301091600
4582,0.84,201301091600
4605,1.46,201301091600
4608,1.0,201301091600
4631,0.86,201301091600
4636,2.58,201301091600
4637,0.77,201301091600
4829,1.92,201301091600
4830,0.57,201301091600
4831,2.29,201301091600
4834,2.23,201301091600
4837,1.85,201301091600
4852,2.69,201301091600
4863,0.73,201301091600
4868,2.65,201301091600
4890,1.19,201301091600
4891,0.86,201301091600
5078,0.88,201301091600
5081,2.09,201301091600
5084,1.46,201301091600
5127,1.79,201301091600
5153,2.16,201301091600
5327,1.52,201301091600
5329,0.79,201301091600
