cell,mobility,dtg
1610,1.36,201301061600
1846,0.76,201301061600
1851,2.31,201301061600
1853,0.51,201301061600
1856,1.16,201301061600
1857,2.34,201301061600
2103,2.52,201301061600
2105,1.85,201301061600
2106,2.28,201301061600
2107,1.29,201301061600
2114,1.21,201301061600
2342,2.27,201301061600
2347,1.75,201301061600
2351,2.93,201301061600
2354,1.37,201301061600
2357,1.81,201301061600
2372,0.86,201301061600
2374,2.6,201301061600
2591,0.86,201301061600
2595,2.18,201301061600
2605,0.53,201301061600
2611,2.54,201301061600
2615,1.96,201301061600
2620,1.48,201301061600
2627,1.53,201301061600
2839,0.98,201301061600
2847,0.6,201301061600
3086,2.12,201301061600
3094,0.73,201301061600
3100,2.1,201301061600
3124,1.62,201301061600
3128,0.79,201301061600
3334,0.74,201301061600
3337,1.19,201301061600
3375,2.05,201301061600
3614,1.64,201301061600
3619,0.69,201301061600
3632,2.09,201301061600
3635,1.38,201301061600
3830,1.7,201301061600
3831,1.49,201301061600
3833,1.84,201301061600
3837,1.57,201301061600
3845,2.06,201301061600
3856,1.53,201301061600
3860,1.5,201301061600
3865,0.9,201301061600
4078,1.43,201301061600
4081,0.83,201301061600
4137,0.59,201301061600
4141,0.92,201301061600
4142,1.75,201301061600
4328,2.41,201301061600
4329,1.16,201301061600
4341,2.85,201301061600
4345,1.26,201301061600
4348,2.02,201301061600
4354,1.24,201301061600
4372,2.17,201301061600
4577,0.58,201301061600
4578,0.7,201301061600
4580,1.39,201301061600
4582,1.01,201301061600
4605,1.94,201301061600
4608,2.73,201301061600
4631,0.76,201301061600
4636,1.02,201301061600
4637,1.7,201301061600
4829,1.73,201301061600
4830,1.88,201301061600
4831,2.93,201301061600
4834,1.3,201301061600
4837,1.35,201301061600
4852,1.86,201301061600
4863,1.31,201301061600
4868,1.5,201301061600
4890,0.57,201301061600
4891,1.48,201301061600
5078,1.85,201301061600
5081,0.7,201301061600
5084,0.87,201301061600
5127,1.4,201301061600
5153,0.88,201301061600
5327,1.56,201301061600
5329,2.56,201301061600
5333,2.95,201301061600
5334,0.98,201301061600
5339,2.52,201301061600
5369,2.11,201301061600
5402,0.99,201301061600
5410,1.09,201301061600
5577,0.53,201301061600
5581,2.14,201301061600
5592,1.06,201301061600
5612,2.62,201301061600
5623,1.76,201301061600
5876,2.37,201301061600
5893,0.73,201301061600
5898,2.13,201301061600
6078,2.74,201301061600
6118,1.85,201301061600
6136,1.43,201301061600
6158,1.11,201301061600
6159,1.13,201301061600
6333,2.24,201301061600
6353,2.68,201301061600
6365,1.12,201301061600
6366,1.76,201301061600
6414,2.86,201301061600
6588,2.73,201301061600
6609,0.96,201301061600
6635,0.64,201301061600
6668,1.95,201301061600
6841,1.35,201301061600
6849,0.99,201301061600
6896,2.74,201301061600
6924,0.9,201301061600
6928,2.09,201301061600
6935,2.98,201301061600
6939,2.72,201301061600
7077,1.86,201301061600
7078,1.55,201301061600
7085,1.64,201301061600
7088,0.89,201301061600
7113,0.58,201301061600
7114,0.85,201301061600
7129,0.81,201301061600
7133,1.78,201301061600
7165,2.0,201301061600
7192,0.93,201301061600
7354,0.58,201301061600
7375,0.76,201301061600
7379,2.98,201301061600
7401,0.64,201301061600
7410,2.47,201301061600
7436,1.99,201301061600
7584,0.63,201301061600
7646,1.37,201301061600
7849,1.88,201301061600
7871,2.03,201301061600
7927,1.7,201301061600
7948,2.83,201301061600
8080,1.42,201301061600
8170,2.77,201301061600
8182,1.87,201301061600
8195,2.36,201301061600
8342,1.06,201301061600
8582,1.4,201301061600
8602,1.75,201301061600
8609,2.88,201301061600
8638,2.89,201301061600
8656,1.26,201301061600
8830,1.2,201301061600
8839,2.73,201301061600
8876,1.93,201301061600
8897,1.78,201301061600
8912,0.93,201301061600
8918,2.94,201301061600
8929,2.3,201301061600
8940,1.95,201301061600
8954,0.8,201301061600
9140,2.85,201301061600
9333,0.53,201301061600
9468,1.06,201301061600
9473,1.85,201301061600
9589,2.69,201301061600
9601,1.3,201301061600
9607,2.51,201301061600
9658,1.53,201301061600
9724,0.92,201301061600
9833,1.79,201301061600
10084,2.12,201301061600
10089,2.28,201301061600
10096,2.86,201301061600
10144,2.46,201301061600
10170,1.29,201301061600
10181,1.09,201301061600
10189,2.06,201301061600
10201,2.47,201301061600
10334,0.64,201301061600
10335,0.57,201301061600
10383,1.43,201301061600
10414,0.99,201301061600
10444,1.15,201301061600
10458,2.46,201301061600
10477,2.17,201301061600
10586,2.57,201301061600
10601,0.72,201301061600
10609,1.57,201301061600
10616,2.28,201301061600
10633,0.85,201301061600
10655,1.9,201301061600
10665,1.54,201301061600
10681,2.9,201301061600
10717,1.93,201301061600
10835,1.59,201301061600
10837,1.55,201301061600
10847,1.94,201301061600
10903,1.93,201301061600
10911,0.88,201301061600
10918,2.34,201301061600
10973,2.76,201301061600
11087,2.92,201301061600
11092,2.75,201301061600
11128,2.06,201301061600
11222,2.34,201301061600
11223,0.73,201301061600
11225,2.07,201301061600
11238,1.36,201301061600
11361,2.83,201301061600
11393,0.68,201301061600
11424,2.27,201301061600
11601,2.71,201301061600
11682,2.65,201301061600
11704,0.56,201301061600
11858,0.52,201301061600
11884,1.95,201301061600
11901,0.68,201301061600
11946,2.93,201301061600
11960,1.26,201301061600
11972,1.45,201301061600
12089,2.53,201301061600
12090,2.81,201301061600
12096,0.57,201301061600
12120,2.05,201301061600
12157,2.76,201301061600
12230,0.58,201301061600
12383,2.21,201301061600
12431,2.5,201301061600
12601,2.45,201301061600
12625,1.8,201301061600
12632,0.87,201301061600
12842,1.8,201301061600
12875,2.31,201301061600
12901,1.54,201301061600
