cell,mobility,dtg
1610,1.85,201301020800
1846,2.35,201301020800
1851,1.22,201301020800
1853,2.87,201301020800
1856,1.8,201301020800
1857,2.34,201301020800
2103,2.97,201301020800
2105,2.4,201301020800
2106,1.34,201301020800
2107,0.86,201301020800
2114,1.72,201301020800
2342,0.82,201301020800
2347,1.51,201301020800
2351,0.78,201301020800
2354,0.78,201301020800
2357,2.59,201301020800
2372,0.51,201301020800
2374,2.49,201301020800
2591,1.75,201301020800
2595,1.83,201301020800
2605,2.55,201301020800
2611,2.16,201301020800
2615,1.82,201301020800
2620,1.31,201301020800
2627,0.82,201301020800
2839,2.88,201301020800
2847,1.45,201301020800
3086,1.52,201301020800
3094,2.96,201301020800
3100,2.62,201301020800
3124,1.67,201301020800
3128,1.1,201301020800
3334,2.17,201301020800
3337,1.06,201301020800
3375,0.67,201301020800
3614,1.03,201301020800
3619,1.81,201301020800
3632,1.49,201301020800
3635,2.24,201301020800
3830,1.68,201301020800
3831,0.86,201301020800
3833,2.31,201301020800
3837,1.32,201301020800
3845,2.95,201301020800
3856,1.59,201301020800
3860,2.31,201301020800
3865,2.55,201301020800
4078,2.16,201301020800
4081,0.73,201301020800
4137,2.82,201301020800
4141,1.24,201301020800
4142,1.91,201301020800
4328,1.8,201301020800
4329,1.37,201301020800
4341,1.87,201301020800
4345,0.71,201301020800
4348,1.41,201301020800
4354,0.69,201301020800
4372,1.23,201301020800
4577,2.84,201301020800
4578,1.37,201301020800
4580,0.9,201301020800
4582,2.51,201301020800
4605,2.09,201301020800
4608,2.37,201301020800
4631,0.67,201301020800
4636,2.53,201301020800
4637,2.89,201301020800
4829,2.23,201301020800
4830,1.95,201301020800
4831,1.97,201301020800
4834,1.77,201301020800
4837,1.91,201301020800
4852,2.7,201301020800
4863,0.88,201301020800
4868,2.28,201301020800
4890,1.96,201301020800
4891,1.4,201301020800
5078,0.89,201301020800
5081,2.31,201301020800
5084,2.24,201301020800
5127,2.19,201301020800
5153,1.25,201301020800
5327,2.3,201301020800
5329,1.56,201301020800
5333,2.35,201301020800
5334,2.29,201301020800
5339,0.87,201301020800
5369,2.78,201301020800
5402,2.74,201301020800
5410,1.1,201301020800
5577,0.67,201301020800
5581,1.33,201301020800
5592,1.12,201301020800
5612,2.04,201301020800
5623,2.85,201301020800
5876,2.43,201301020800
5893,2.9,201301020800
5898,2.71,201301020800
6078,1.66,201301020800
6118,0.74,201301020800
6136,2.43,201301020800
6158,1.06,201301020800
6159,1.75,201301020800
6333,2.05,201301020800
6353,1.49,201301020800
6365,2.47,201301020800
6366,2.74,201301020800
6414,2.24,201301020800
6588,2.28,201301020800
6609,2.94,201301020800
6635,0.69,201301020800
6668,1.27,201301020800
6841,1.47,201301020800
6849,1.47,201301020800
6896,1.69,201301020800
6924,1.86,201301020800
6928,2.27,201301020800
6935,1.24,201301020800
6939,2.56,201301020800
7077,2.87,201301020800
7078,1.14,201301020800
7085,2.48,201301020800
7088,1.13,201301020800
7113,2.17,201301020800
7114,1.37,201301020800
7129,1.8,201301020800
7133,1.44,201301020800
7165,1.54,201301020800
7192,2.61,201301020800
7354,1.48,201301020800
7375,0.84,201301020800
7379,2.91,201301020800
7401,2.11,201301020800
7410,1.7,201301020800
7436,2.82,201301020800
7584,1.27,201301020800
7646,2.76,201301020800
7849,0.78,201301020800
7871,2.53,201301020800
7927,1.59,201301020800
7948,1.33,201301020800
8080,1.68,201301020800
8170,2.19,201301020800
8182,0.91,201301020800
8195,2.88,201301020800
8342,1.83,201301020800
8582,1.07,201301020800
8602,2.09,201301020800
8609,2.6,201301020800
8638,2.82,201301020800
8656,1.3,201301020800
8830,2.48,201301020800
8839,0.79,201301020800
8876,1.02,201301020800
8897,2.62,201301020800
8912,2.73,201301020800
8918,1.09,201301020800
8929,1.33,201301020800
8940,2.34,201301020800
8954,2.25,201301020800
9140,0.51,201301020800
9333,1.89,201301020800
9468,1.36,201301020800
9473,2.0,201301020800
9589,2.44,201301020800
9601,1.66,201301020800
9607,1.76,201301020800
9658,2.9,201301020800
9724,2.96,201301020800
9833,2.93,201301020800
