cell,mobility,dtg
1610,1.75,201301031600
1846,2.31,201301031600
1851,2.53,201301031600
1853,0.87,201301031600
1856,2.48,201301031600
1857,2.24,201301031600
2103,2.0,201301031600
2105,0.59,201301031600
2106,1.11,201301031600
2107,2.94,201301031600
2114,1.48,201301031600
2342,1.04,201301031600
2347,1.32,201301031600
2351,2.2,201301031600
2354,0.87,201301031600
2357,2.8,201301031600
2372,2.35,201301031600
2374,1.01,201301031600
2591,2.16,201301031600
2595,0.57,201301031600
2605,1.39,201301031600
2611,2.78,201301031600
2615,1.73,201301031600
2620,2.12,201301031600
2627,1.41,201301031600
2839,2.93,201301031600
2847,0.64,201301031600
3086,2.26,201301031600
3094,2.1,201301031600
3100,0.9,201301031600
3124,0.88,201301031600
3128,2.95,201301031600
3334,2.62,201301031600
3337,2.34,201301031600
3375,1.05,201301031600
3614,2.34,201301031600
3619,1.3,201301031600
3632,0.72,201301031600
3635,2.27,201301031600
3830,2.51,201301031600
3831,1.87,201301031600
3833,0.99,201301031600
3837,1.61,201301031600
3845,2.55,201301031600
3856,2.73,201301031600
3860,2.8,201301031600
3865,2.48,201301031600
4078,1.4,201301031600
4081,0.58,201301031600
4137,1.25,201301031600
4141,1.52,201301031600
4142,1.05,201301031600
4328,2.79,201301031600
4329,0.84,201301031600
4341,0.9,201301031600
4345,2.93,201301031600
4348,2.13,201301031600
4354,2.16,201301031600
4372,2.18,201301031600
4577,1.84,201301031600
4578,1.14,201301031600
4580,2.13,201301031600
4582,0.61,201301031600
4605,1.74,201301031600
4608,2.1,201301031600
4631,2.58,201301031600
4636,2.38,201301031600
4637,1.77,201301031600
4829,1.39,201301031600
4830,2.96,201301031600
4831,1.89,201301031600
4834,1.01,201301031600
4837,2.03,201301031600
4852,2.75,201301031600
4863,2.88,201301031600
4868,0.75,201301031600
4890,0.63,201301031600
4891,1.82,201301031600
5078,0.53,201301031600
5081,2.09,201301031600
5084,2.89,201301031600
5127,2.4,201301031600
5153,2.57,201301031600
5327,1.81,201301031600
5329,2.83,201301031600
5333,2.9,201301031600
5334,0.58,201301031600
5339,0.63,201301031600
5369,1.68,201301031600
5402,1.04,201301031600
5410,0.81,201301031600
5577,1.88,201301031600
5581,1.48,201301031600
5592,1.73,201301031600
5612,1.37,201301031600
5623,2.72,201301031600
5876,1.56,201301031600
5893,2.79,201301031600
5898,2.15,201301031600
6078,2.69,201301031600
6118,1.23,201301031600
6136,1.76,201301031600
6158,2.76,201301031600
6159,2.16,201301031600
6333,2.05,201301031600
6353,1.28,201301031600
6365,2.62,201301031600
6366,1.27,201301031600
6414,2.95,201301031600
6588,2.54,201301031600
6609,2.34,201301031600
6635,0.7,201301031600
6668,1.89,201301031600
6841,1.41,201301031600
6849,2.04,201301031600
6896,1.27,201301031600
6924,2.46,201301031600
6928,2.65,201301031600
6935,2.42,201301031600
6939,1.27,201301031600
7077,2.48,201301031600
7078,2.28,201301031600
7085,2.21,201301031600
7088,2.0,201301031600
7113,2.42,201301031600
7114,2.66,201301031600
7129,1.58,201301031600
7133,1.49,201301031600
7165,0.64,201301031600
7192,2.62,201301031600
7354,2.11,201301031600
7375,0.86,201301031600
7379,2.38,201301031600
7401,2.66,201301031600
7410,2.7,201301031600
7436,1.9,201301031600
7584,2.43,201301031600
7646,0.82,201301031600
7849,1.82,201301031600
7871,1.86,201301031600
7927,1.19,201301031600
7948,2.69,201301031600
8080,2.05,201301031600
8170,1.91,201301031600
8182,2.89,201301031600
8195,2.72,201301031600
8342,1.34,201301031600
8582,0.81,201301031600
8602,0.73,201301031600
8609,1.84,201301031600
8638,1.17,201301031600
8656,1.03,201301031600
8830,2.49,201301031600
8839,2.07,201301031600
8876,2.51,201301031600
8897,1.92,201301031600
8912,2.02,201301031600
8918,0.8,201301031600
8929,0.7,201301031600
8940,2.01,201301031600
8954,2.96,201301031600
9140,0.94,201301031600
9333,1.84,201301031600
9468,1.45,201301031600
9473,1.54,201301031600
9589,2.59,201301031600
9601,1.41,201301031600
9607,2.65,201301031600
9658,2.06,201301031600
9724,0.53,201301031600
9833,0.82,201301031600
10084,2.9,201301031600
10089,0.69,201301031600
10096,1.12,201301031600
10144,1.2,201301031600
10170,2.95,201301031600
10181,0.7,201301031600
10189,2.33,201301031600
10201,1.47,201301031600
10334,2.6,201301031600
10335,2.47,201301031600
10383,1.39,201301031600
10414,1.54,201301031600
10444,2.45,201301031600
10458,1.57,201301031600
10477,0.58,201301031600
10586,1.62,201301031600
10601,0.89,201301031600
10609,2.03,201301031600
10616,1.82,201301031600
10633,0.7,201301031600
10655,0.83,201301031600
10665,1.24,201301031600
10681,1.63,201301031600
10717,1.47,201301031600
10835,2.08,201301031600
10837,2.85,201301031600
10847,2.71,201301031600
10903,0.53,201301031600
10911,0.77,201301031600
10918,2.21,201301031600
10973,0.84,201301031600
11087,0.78,201301031600
11092,2.84,201301031600
11128,0.96,201301031600
11222,0.6,201301031600
11223,1.88,201301031600
11225,1.8,201301031600
11238,1.38,201301031600
11361,1.6,201301031600
11393,2.45,201301031600
11424,1.34,201301031600
11601,1.29,201301031600
11682,1.15,201301031600
11704,2.6,201301031600
11858,0.77,201301031600
11884,1.62,201301031600
11901,2.76,201301031600
11946,2.56,201301031600
11960,2.36,201301031600
11972,1.08,201301031600
12089,1.96,201301031600
12090,1.73,201301031600
12096,1.0,201301031600
12120,0.9,201301031600
12157,1.15,201301031600
12230,2.09,201301031600
12383,2.69,201301031600
12431,1.89,201301031600
12601,2.22,201301031600
12625,2.27,201301031600
12632,1.45,201301031600
12842,0.78,201301031600
12875,1.13,201301031600
12901,1.38,201301031600
12913,1.39,201301031600
12933,2.4,201301031600
12934,1.94,201301031600
12985,2.96,201301031600
13099,2.82,201301031600
13114,1.99,201301031600
13150,2.54,201301031600
13175,2.09,201301031600
13183,1.24,201301031600
13222,1.27,201301031600
13358,2.6,201301031600
13444,1.39,201301031600
13455,1.73,201301031600
13456,1.88,201301031600
13670,1.54,201301031600
13694,2.57,201301031600
13845,0.74,201301031600
13849,2.01,201301031600
14011,1.81,201301031600
14095,2.52,201301031600
14133,2.13,201301031600
14161,2.14,201301031600
14167,1.34,201301031600
14184,2.85,201301031600
14241,1.61,201301031600
14255,1.57,201301031600
14349,1.71,201301031600
14350,1.3,201301031600
14375,1.35,201301031600
14452,0.58,201301031600
14475,1.57,201301031600
14620,1.64,201301031600
14673,2.34,201301031600
14745,1.73,201301031600
14859,2.49,201301031600
14936,1.15,201301031600
14995,1.55,201301031600
15097,1.25,201301031600
15098,2.34,201301031600
15246,1.48,201301031600
15349,0.83,201301031600
15440,1.66,201301031600
15600,1.87,201301031600
15656,1.04,201301031600
15672,2.44,201301031600
15699,1.09,201301031600
15714,2.26,201301031600
15725,2.7,201301031600
15744,2.11,201301031600
15849,2.5,201301031600
15850,1.03,201301031600
15851,1.31,201301031600
15853,0.57,201301031600
15871,1.56,201301031600
16100,0.7,201301031600
16105,1.82,201301031600
16114,2.15,201301031600
16171,2.22,201301031600
16184,2.36,201301031600
16400,1.23,201301031600
16414,0.65,201301031600
16601,1.75,201301031600
16604,2.49,201301031600
16625,0.58,201301031600
16670,0.8,201301031600
16853,0.8,201301031600
16868,1.37,201301031600
16932,1.46,201301031600
17232,1.72,201301031600
17355,2.86,201301031600
17358,2.88,201301031600
17367,2.91,201301031600
17635,2.09,201301031600
17673,2.03,201301031600
17681,1.8,201301031600
17884,1.23,201301031600
17984,0.92,201301031600
18108,0.71,201301031600
18115,0.99,201301031600
18118,2.43,201301031600
18123,2.94,201301031600
18139,1.76,201301031600
18154,2.32,201301031600
18160,1.22,201301031600
18177,2.66,201301031600
18185,1.33,201301031600
18383,0.61,201301031600
18404,2.83,201301031600
18427,1.31,201301031600
18466,2.85,201301031600
18616,1.98,201301031600
18629,2.72,201301031600
18861,1.8,201301031600
18866,1.69,201301031600
18925,2.39,201301031600
19110,1.67,201301031600
19112,2.5,201301031600
19114,2.14,201301031600
19122,1.57,201301031600
19360,2.43,201301031600
19443,2.89,201301031600
19481,1.05,201301031600
19611,1.09,201301031600
19612,2.11,201301031600
19618,1.61,201301031600
19633,1.59,201301031600
19678,1.3,201301031600
19878,1.56,201301031600
19913,1.95,201301031600
20113,2.31,201301031600
20114,1.01,201301031600
20116,1.59,201301031600
20170,2.39,201301031600
20363,2.28,201301031600
20387,2.58,201301031600
20396,2.52,201301031600
20436,2.89,201301031600
20616,0.62,201301031600
20621,2.42,201301031600
20628,1.7,201301031600
20651,2.82,201301031600
20671,1.11,201301031600
20682,0.99,201301031600
20864,1.7,201301031600
20882,2.81,201301031600
20931,1.14,201301031600
20995,1.98,201301031600
21115,2.68,201301031600
21118,1.62,201301031600
21201,1.87,201301031600
21373,0.67,201301031600
21377,0.9,201301031600
21392,2.67,201301031600
21407,2.59,201301031600
21428,0.93,201301031600
21448,1.58,201301031600
21617,1.56,201301031600
21619,2.75,201301031600
21639,1.78,201301031600
21658,2.21,201301031600
21663,2.97,201301031600
21701,1.28,201301031600
21721,1.2,201301031600
21868,1.14,201301031600
21871,1.58,201301031600
21999,2.58,201301031600
22126,1.59,201301031600
22133,2.41,201301031600
22174,0.57,201301031600
22176,2.78,201301031600
22205,2.08,201301031600
22368,0.5,201301031600
22395,2.18,201301031600
22419,0.85,201301031600
22420,0.97,201301031600
22421,2.31,201301031600
22422,1.02,201301031600
22619,1.34,201301031600
22630,0.55,201301031600
22634,1.17,201301031600
22671,0.55,201301031600
22673,0.9,201301031600
22700,2.76,201301031600
22751,2.11,201301031600
22768,2.32,201301031600
22869,1.88,201301031600
22877,2.76,201301031600
22928,2.6,201301031600
22940,2.23,201301031600
22955,2.92,201301031600
22963,1.61,201301031600
22966,2.55,201301031600
23120,0.97,201301031600
23124,2.02,201301031600
23125,1.74,201301031600
23131,2.8,201301031600
23138,0.76,201301031600
23169,2.18,201301031600
23194,2.11,201301031600
23216,1.35,201301031600
23370,1.08,201301031600
23371,1.73,201301031600
23379,2.92,201301031600
23386,2.39,201301031600
23388,2.62,201301031600
23427,0.6,201301031600
23621,1.84,201301031600
23627,0.55,201301031600
23635,2.89,201301031600
23641,0.75,201301031600
23662,2.44,201301031600
23669,0.96,201301031600
23690,1.04,201301031600
23744,1.2,201301031600
23750,2.08,201301031600
23872,1.79,201301031600
23873,2.78,201301031600
23875,1.54,201301031600
23881,3.0,201301031600
23894,2.39,201301031600
23896,2.06,201301031600
23907,0.67,201301031600
23925,2.61,201301031600
23973,1.08,201301031600
24005,2.06,201301031600
24009,0.69,201301031600
24032,1.93,201301031600
24122,2.72,201301031600
24123,2.37,201301031600
24149,2.19,201301031600
24247,0.97,201301031600
24251,0.93,201301031600
24265,0.78,201301031600
24266,2.12,201301031600
24373,1.31,201301031600
24374,1.48,201301031600
24380,2.05,201301031600
24381,0.61,201301031600
24383,1.47,201301031600
24387,1.2,201301031600
24402,0.95,201301031600
