cell,mobility,dtg
1610,2.38,201301071600
1846,1.65,201301071600
1851,2.0,201301071600
1853,2.92,201301071600
1856,2.27,201301071600
1857,2.23,201301071600
2103,0.71,201301071600
2105,1.82,201301071600
2106,1.11,201301071600
2107,0.59,201301071600
2114,1.54,201301071600
2342,0.58,201301071600
2347,1.7,201301071600
2351,0.56,201301071600
2354,1.32,201301071600
2357,2.48,201301071600
2372,1.63,201301071600
2374,0.58,201301071600
2591,0.8,201301071600
2595,1.46,201301071600
2605,1.32,201301071600
2611,1.05,201301071600
2615,1.46,201301071600
2620,0.78,201301071600
2627,1.68,201301071600
2839,2.69,201301071600
2847,1.78,201301071600
3086,1.4,201301071600
3094,2.85,201301071600
3100,1.0,201301071600
3124,2.91,201301071600
3128,1.0,201301071600
3334,0.85,201301071600
3337,2.31,201301071600
3375,2.41,201301071600
3614,2.69,201301071600
3619,0.87,201301071600
3632,1.1,201301071600
3635,2.16,201301071600
3830,2.88,201301071600
3831,2.45,201301071600
3833,1.72,201301071600
3837,2.83,201301071600
3845,1.81,201301071600
3856,0.99,201301071600
3860,1.57,201301071600
3865,0.56,201301071600
4078,2.88,201301071600
4081,2.25,201301071600
4137,1.38,201301071600
4141,1.51,201301071600
4142,2.57,201301071600
4328,2.75,201301071600
4329,2.04,201301071600
4341,0.54,201301071600
4345,0.57,201301071600
4348,1.88,201301071600
4354,0.65,201301071600
4372,2.04,201301071600
4577,2.93,201301071600
4578,1.33,201301071600
4580,0.79,201301071600
4582,0.55,201301071600
4605,1.01,201301071600
4608,1.85,201301071600
4631,1.06,201301071600
4636,2.95,201301071600
4637,0.93,201301071600
4829,0.93,201301071600
4830,1.65,201301071600
4831,2.4,201301071600
4834,0.79,201301071600
4837,2.93,201301071600
4852,2.28,201301071600
4863,1.48,201301071600
4868,1.05,201301071600
4890,2.17,201301071600
4891,2.33,201301071600
5078,2.59,201301071600
5081,2.2,201301071600
5084,1.99,201301071600
5127,1.53,201301071600
5153,0.5,201301071600
5327,2.28,201301071600
5329,0.9,201301071600
5333,1.54,201301071600
5334,1.1,201301071600
5339,2.06,201301071600
5369,2.19,201301071600
5402,1.66,201301071600
5410,2.69,201301071600
5577,0.95,201301071600
5581,2.53,201301071600
5592,1.2,201301071600
5612,1.51,201301071600
5623,2.19,201301071600
5876,0.64,201301071600
5893,2.51,201301071600
5898,0.7,201301071600
6078,1.79,201301071600
6118,1.6,201301071600
6136,1.09,201301071600
6158,0.76,201301071600
6159,0.92,201301071600
6333,2.94,201301071600
6353,2.59,201301071600
6365,1.05,201301071600
6366,1.5,201301071600
6414,0.86,201301071600
6588,1.48,201301071600
6609,1.91,201301071600
6635,0.65,201301071600
6668,0.53,201301071600
6841,2.1,201301071600
6849,0.57,201301071600
6896,1.65,201301071600
6924,1.19,201301071600
6928,1.13,201301071600
6935,2.0,201301071600
6939,2.6,201301071600
7077,1.83,201301071600
7078,2.68,201301071600
7085,0.96,201301071600
7088,2.52,201301071600
7113,0.68,201301071600
7114,1.21,201301071600
7129,2.19,201301071600
7133,1.49,201301071600
7165,2.04,201301071600
7192,1.85,201301071600
7354,2.51,201301071600
7375,2.45,201301071600
7379,1.38,201301071600
7401,1.76,201301071600
7410,1.62,201301071600
7436,1.78,201301071600
7584,0.99,201301071600
7646,1.19,201301071600
7849,1.57,201301071600
7871,0.66,201301071600
7927,2.06,201301071600
7948,1.18,201301071600
8080,0.85,201301071600
8170,0.68,201301071600
8182,2.31,201301071600
8195,1.56,201301071600
8342,2.66,201301071600
8582,1.75,201301071600
8602,1.6,201301071600
8609,0.7,201301071600
8638,1.35,201301071600
8656,2.61,201301071600
8830,2.19,201301071600
8839,2.64,201301071600
8876,0.56,201301071600
8897,2.05,201301071600
8912,1.08,201301071600
8918,1.37,201301071600
8929,2.89,201301071600
8940,0.79,201301071600
8954,2.87,201301071600
9140,0.86,201301071600
9333,2.16,201301071600
9468,2.96,201301071600
9473,2.04,201301071600
9589,1.46,201301071600
9601,2.04,201301071600
9607,2.38,201301071600
9658,2.6,201301071600
9724,2.66,201301071600
9833,0.79,201301071600
10084,2.02,201301071600
10089,1.05,201301071600
10096,0.55,201301071600
10144,1.39,201301071600
10170,2.99,201301071600
10181,1.25,201301071600
10189,0.98,201301071600
10201,2.58,201301071600
10334,1.0,201301071600
10335,1.45,201301071600
10383,0.59,201301071600
10414,2.17,201301071600
10444,1.94,201301071600
10458,2.66,201301071600
10477,1.04,201301071600
10586,0.59,201301071600
10601,0.9,201301071600
10609,2.75,201301071600
10616,2.95,201301071600
10633,2.44,201301071600
10655,2.37,201301071600
10665,0.84,201301071600
10681,1.42,201301071600
10717,2.08,201301071600
10835,0.97,201301071600
10837,1.31,201301071600
10847,1.85,201301071600
10903,2.01,201301071600
10911,0.63,201301071600
10918,1.59,201301071600
10973,2.05,201301071600
11087,2.73,201301071600
11092,0.73,201301071600
11128,2.79,201301071600
11222,1.33,201301071600
11223,1.28,201301071600
11225,0.59,201301071600
11238,0.53,201301071600
11361,1.92,201301071600
11393,2.15,201301071600
11424,1.4,201301071600
11601,2.21,201301071600
11682,0.73,201301071600
11704,1.59,201301071600
11858,2.49,201301071600
11884,1.4,201301071600
11901,0.92,201301071600
11946,1.14,201301071600
11960,0.6,201301071600
11972,2.9,201301071600
12089,2.74,201301071600
12090,0.67,201301071600
12096,0.98,201301071600
12120,2.55,201301071600
12157,1.42,201301071600
12230,1.97,201301071600
12383,1.3,201301071600
12431,0.68,201301071600
12601,2.75,201301071600
12625,1.17,201301071600
12632,1.64,201301071600
12842,2.77,201301071600
12875,1.39,201301071600
12901,0.84,201301071600
12913,2.56,201301071600
12933,2.24,201301071600
12934,1.51,201301071600
12985,1.82,201301071600
13099,2.27,201301071600
13114,1.39,201301071600
13150,1.82,201301071600
13175,2.59,201301071600
13183,2.74,201301071600
13222,1.92,201301071600
13358,1.17,201301071600
13444,1.54,201301071600
13455,1.89,201301071600
13456,1.6,201301071600
13670,0.75,201301071600
13694,1.06,201301071600
13845,1.58,201301071600
13849,1.34,201301071600
14011,1.91,201301071600
14095,1.61,201301071600
14133,2.92,201301071600
14161,1.69,201301071600
14167,2.7,201301071600
14184,1.82,201301071600
14241,0.57,201301071600
14255,2.83,201301071600
14349,1.89,201301071600
14350,1.39,201301071600
14375,1.18,201301071600
14452,2.25,201301071600
14475,1.47,201301071600
14620,1.61,201301071600
14673,2.0,201301071600
14745,1.01,201301071600
14859,1.23,201301071600
14936,1.83,201301071600
14995,1.85,201301071600
15097,0.72,201301071600
15098,0.7,201301071600
15246,1.58,201301071600
15349,2.78,201301071600
15440,1.43,201301071600
15600,0.75,201301071600
15656,2.63,201301071600
15672,1.52,201301071600
15699,1.6,201301071600
15714,2.3,201301071600
15725,2.47,201301071600
15744,0.59,201301071600
15849,2.61,201301071600
15850,1.93,201301071600
15851,1.16,201301071600
15853,2.18,201301071600
15871,2.69,201301071600
16100,2.16,201301071600
16105,2.94,201301071600
16114,1.16,201301071600
16171,1.61,201301071600
16184,0.74,201301071600
16400,2.35,201301071600
16414,2.15,201301071600
16601,1.93,201301071600
16604,1.14,201301071600
16625,1.4,201301071600
16670,1.3,201301071600
16853,2.69,201301071600
16868,0.86,201301071600
16932,0.97,201301071600
17232,0.8,201301071600
17355,2.17,201301071600
17358,0.75,201301071600
17367,1.66,201301071600
17635,2.47,201301071600
17673,2.07,201301071600
17681,0.6,201301071600
17884,0.61,201301071600
17984,1.79,201301071600
18108,0.51,201301071600
18115,1.97,201301071600
18118,0.97,201301071600
18123,2.13,201301071600
18139,2.44,201301071600
18154,2.52,201301071600
18160,1.76,201301071600
18177,1.75,201301071600
18185,1.9,201301071600
18383,1.73,201301071600
18404,2.39,201301071600
18427,0.74,201301071600
18466,2.17,201301071600
18616,2.6,201301071600
18629,2.09,201301071600
18861,2.32,201301071600
18866,1.87,201301071600
18925,2.79,201301071600
19110,2.53,201301071600
19112,0.93,201301071600
19114,1.43,201301071600
19122,0.7,201301071600
19360,1.64,201301071600
19443,2.75,201301071600
19481,1.61,201301071600
19611,1.53,201301071600
19612,2.31,201301071600
19618,1.32,201301071600
19633,1.72,201301071600
19678,0.91,201301071600
19878,2.5,201301071600
19913,2.05,201301071600
20113,1.06,201301071600
20114,2.4,201301071600
20116,2.48,201301071600
20170,2.86,201301071600
20363,2.99,201301071600
20387,0.77,201301071600
20396,2.23,201301071600
20436,2.89,201301071600
20616,2.33,201301071600
20621,2.35,201301071600
20628,2.26,201301071600
20651,1.48,201301071600
20671,2.02,201301071600
