cell,mobility,dtg
1610,2.83,201301051600
1846,0.81,201301051600
1851,0.77,201301051600
1853,0.92,201301051600
1856,1.06,201301051600
1857,1.97,201301051600
2103,2.48,201301051600
2105,2.96,201301051600
2106,2.37,201301051600
2107,2.23,201301051600
2114,2.26,201301051600
2342,2.09,201301051600
2347,1.91,201301051600
2351,1.38,201301051600
2354,1.04,201301051600
2357,2.16,201301051600
2372,0.83,201301051600
2374,1.35,201301051600
2591,0.85,201301051600
2595,0.55,201301051600
2605,1.83,201301051600
2611,0.89,201301051600
2615,2.86,201301051600
2620,0.59,201301051600
2627,2.29,201301051600
2839,0.55,201301051600
2847,0.88,201301051600
3086,2.08,201301051600
3094,2.38,201301051600
3100,1.96,201301051600
3124,2.47,201301051600
3128,2.17,201301051600
3334,2.3,201301051600
3337,2.93,201301051600
3375,1.13,201301051600
3614,1.43,201301051600
3619,2.15,201301051600
3632,1.18,201301051600
3635,2.31,201301051600
3830,1.55,201301051600
3831,1.12,201301051600
3833,1.84,201301051600
3837,2.8,201301051600
3845,2.47,201301051600
3856,1.73,201301051600
3860,2.92,201301051600
3865,1.47,201301051600
4078,1.55,201301051600
4081,2.81,201301051600
4137,2.52,201301051600
4141,0.82,201301051600
4142,2.11,201301051600
4328,1.62,201301051600
4329,2.9,201301051600
4341,0.67,201301051600
4345,1.15,201301051600
4348,1.54,201301051600
4354,2.92,201301051600
4372,2.94,201301051600
4577,2.32,201301051600
4578,1.82,201301051600
4580,0.6,201301051600
4582,1.64,201301051600
4605,0.62,201301051600
4608,2.37,201301051600
4631,2.7,201301051600
4636,2.18,201301051600
4637,1.41,201301051600
4829,1.26,201301051600
4830,0.66,201301051600
4831,0.88,201301051600
4834,0.78,201301051600
4837,1.2,201301051600
4852,1.39,201301051600
4863,2.73,201301051600
4868,2.67,201301051600
4890,2.02,201301051600
4891,1.05,201301051600
5078,1.2,201301051600
5081,2.22,201301051600
5084,2.83,201301051600
5127,2.93,201301051600
5153,2.82,201301051600
5327,1.86,201301051600
5329,2.75,201301051600
5333,1.09,201301051600
5334,0.91,201301051600
5339,0.85,201301051600
5369,2.31,201301051600
5402,1.17,201301051600
5410,1.94,201301051600
5577,1.37,201301051600
5581,2.23,201301051600
5592,2.18,201301051600
5612,2.4,201301051600
5623,0.56,201301051600
5876,1.2,201301051600
5893,2.33,201301051600
5898,2.54,201301051600
6078,2.5,201301051600
6118,2.91,201301051600
6136,2.42,201301051600
6158,1.22,201301051600
6159,1.0,201301051600
6333,2.38,201301051600
6353,1.96,201301051600
6365,1.28,201301051600
6366,2.29,201301051600
6414,2.77,201301051600
6588,1.78,201301051600
6609,2.82,201301051600
6635,1.48,201301051600
6668,0.5,201301051600
6841,1.95,201301051600
6849,2.75,201301051600
6896,1.43,201301051600
6924,2.84,201301051600
6928,2.56,201301051600
6935,0.69,201301051600
6939,1.74,201301051600
7077,1.46,201301051600
7078,0.61,201301051600
7085,1.64,201301051600
7088,1.36,201301051600
7113,1.92,201301051600
7114,2.52,201301051600
7129,2.55,201301051600
7133,1.38,201301051600
7165,1.07,201301051600
7192,2.89,201301051600
7354,2.01,201301051600
7375,1.24,201301051600
7379,0.53,201301051600
7401,2.85,201301051600
7410,2.23,201301051600
7436,1.22,201301051600
7584,2.42,201301051600
7646,2.51,201301051600
7849,2.51,201301051600
7871,0.66,201301051600
7927,0.58,201301051600
7948,0.78,201301051600
8080,1.51,201301051600
