cell,mobility,dtg
1610,2.86,201301011600
1846,0.91,201301011600
1851,1.9,201301011600
1853,2.29,201301011600
1856,2.19,201301011600
1857,2.28,201301011600
2103,1.04,201301011600
2105,1.91,201301011600
2106,1.05,201301011600
2107,0.56,201301011600
2114,2.53,201301011600
2342,2.99,201301011600
2347,2.5,201301011600
2351,1.68,201301011600
2354,1.09,201301011600
2357,2.86,201301011600
2372,2.21,201301011600
2374,1.32,201301011600
2591,0.88,201301011600
2595,2.73,201301011600
2605,1.71,201301011600
2611,0.83,201301011600
2615,1.02,201301011600
2620,1.66,201301011600
2627,2.84,201301011600
2839,2.11,201301011600
2847,2.11,201301011600
3086,1.36,201301011600
3094,1.41,201301011600
3100,2.64,201301011600
3124,1.37,201301011600
3128,0.74,201301011600
3334,1.15,201301011600
3337,1.0,201301011600
3375,2.18,201301011600
3614,1.3,201301011600
3619,1.71,201301011600
3632,2.54,201301011600
3635,2.29,201301011600
3830,2.19,201301011600
3831,2.39,201301011600
3833,2.98,201301011600
3837,1.8,201301011600
3845,2.99,201301011600
3856,0.5,201301011600
3860,1.9,201301011600
3865,1.14,201301011600
4078,1.0,201301011600
4081,1.13,201301011600
4137,1.81,201301011600
4141,0.9,201301011600
4142,1.24,201301011600
4328,2.45,201301011600
4329,1.33,201301011600
4341,1.98,201301011600
4345,1.5,201301011600
4348,2.65,201301011600
4354,2.36,201301011600
4372,2.16,201301011600
4577,2.67,201301011600
4578,2.87,201301011600
4580,0.91,201301011600
4582,2.94,201301011600
4605,1.79,201301011600
4608,1.66,201301011600
4631,0.62,201301011600
4636,2.9,201301011600
4637,2.31,201301011600
4829,0.68,201301011600
4830,1.64,201301011600
4831,1.0,201301011600
4834,1.5,201301011600
4837,1.17,201301011600
4852,2.44,201301011600
4863,0.66,201301011600
4868,2.84,201301011600
4890,2.1,201301011600
4891,0.76,201301011600
5078,2.08,201301011600
5081,1.05,201301011600
5084,0.54,201301011600
5127,0.58,201301011600
5153,2.76,201301011600
5327,2.03,201301011600
5329,2.52,201301011600
5333,1.88,201301011600
5334,2.42,201301011600
5339,1.97,201301011600
5369,1.14,201301011600
5402,1.89,201301011600
5410,2.64,201301011600
5577,0.79,201301011600
5581,2.64,201301011600
5592,1.36,201301011600
5612,1.26,201301011600
5623,2.09,201301011600
5876,2.49,201301011600
5893,1.32,201301011600
5898,1.46,201301011600
6078,2.44,201301011600
6118,2.11,201301011600
6136,2.71,201301011600
6158,1.44,201301011600
6159,2.83,201301011600
6333,1.82,201301011600
6353,2.26,201301011600
6365,0.97,201301011600
6366,2.95,201301011600
6414,2.19,201301011600
6588,2.95,201301011600
6609,2.25,201301011600
6635,2.18,201301011600
6668,0.61,201301011600
6841,0.62,201301011600
6849,2.78,201301011600
6896,0.83,201301011600
6924,1.37,201301011600
6928,2.19,201301011600
6935,1.85,201301011600
6939,2.53,201301011600
7077,1.41,201301011600
7078,2.85,201301011600
7085,0.78,201301011600
7088,1.19,201301011600
7113,1.69,201301011600
7114,1.65,201301011600
7129,2.41,201301011600
7133,0.7,201301011600
7165,2.19,201301011600
7192,1.03,201301011600
7354,2.49,201301011600
7375,2.53,201301011600
7379,1.1,201301011600
7401,2.53,201301011600
7410,1.72,201301011600
7436,0.72,201301011600
7584,1.6,201301011600
7646,1.09,201301011600
