cell,mobility,dtg
1610,0.51,201301081600
1846,2.05,201301081600
1851,2.42,201301081600
1853,0.53,201301081600
1856,2.11,201301081600
1857,2.07,201301081600
2103,2.16,201301081600
2105,2.16,201301081600
2106,0.62,201301081600
2107,2.16,201301081600
2114,2.55,201301081600
2342,2.95,201301081600
2347,1.0,201301081600
2351,1.02,201301081600
2354,0.98,201301081600
2357,1.18,201301081600
2372,2.77,201301081600
2374,1.43,201301081600
2591,2.74,201301081600
2595,2.18,201301081600
2605,1.77,201301081600
2611,2.92,201301081600
2615,0.6,201301081600
2620,1.41,201301081600
2627,1.08,201301081600
2839,2.92,201301081600
2847,0.62,201301081600
3086,2.52,201301081600
3094,0.76,201301081600
3100,2.14,201301081600
3124,2.64,201301081600
3128,2.52,201301081600
3334,1.65,201301081600
3337,0.72,201301081600
3375,1.41,201301081600
3614,2.88,201301081600
3619,2.06,201301081600
3632,2.98,201301081600
3635,1.5,201301081600
3830,1.77,201301081600
3831,2.23,201301081600
3833,0.82,201301081600
3837,2.0,201301081600
3845,1.57,201301081600
3856,2.71,201301081600
3860,1.82,201301081600
3865,2.23,201301081600
4078,0.6,201301081600
4081,2.95,201301081600
4137,2.83,201301081600
4141,1.41,201301081600
4142,2.76,201301081600
4328,0.5,201301081600
4329,1.18,201301081600
4341,1.41,201301081600
4345,0.86,201301081600
4348,1.04,201301081600
4354,2.46,201301081600
4372,2.44,201301081600
4577,1.19,201301081600
4578,0.92,201301081600
4580,1.07,201301081600
4582,1.44,201301081600
4605,2.33,201301081600
4608,2.56,201301081600
4631,2.17,201301081600
4636,0.77,201301081600
4637,2.98,201301081600
4829,2.38,201301081600
4830,2.04,201301081600
4831,1.6,201301081600
4834,2.34,201301081600
4837,2.98,201301081600
4852,2.81,201301081600
4863,0.64,201301081600
4868,1.54,201301081600
4890,2.85,201301081600
4891,1.32,201301081600
5078,2.64,201301081600
5081,0.91,201301081600
5084,1.67,201301081600
5127,1.47,201301081600
5153,0.75,201301081600
5327,2.09,201301081600
5329,1.32,201301081600
5333,0.99,201301081600
5334,0.52,201301081600
5339,1.75,201301081600
5369,1.82,201301081600
5402,1.31,201301081600
5410,1.97,201301081600
5577,2.36,201301081600
5581,0.99,201301081600
5592,1.25,201301081600
5612,2.42,201301081600
5623,2.25,201301081600
5876,2.53,201301081600
5893,1.22,201301081600
5898,1.47,201301081600
6078,2.53,201301081600
6118,1.98,201301081600
6136,2.39,201301081600
6158,2.88,201301081600
6159,0.85,201301081600
6333,0.63,201301081600
6353,2.49,201301081600
6365,1.54,201301081600
6366,2.06,201301081600
6414,1.84,201301081600
6588,1.39,201301081600
6609,2.87,201301081600
6635,1.96,201301081600
6668,2.61,201301081600
6841,0.61,201301081600
6849,1.35,201301081600
6896,1.04,201301081600
6924,0.98,201301081600
6928,2.83,201301081600
6935,0.88,201301081600
6939,1.28,201301081600
7077,1.45,201301081600
7078,1.22,201301081600
7085,1.98,201301081600
7088,1.85,201301081600
7113,1.11,201301081600
7114,1.87,201301081600
7129,1.81,201301081600
7133,2.06,201301081600
7165,1.77,201301081600
7192,2.13,201301081600
7354,0.85,201301081600
7375,0.85,201301081600
7379,1.74,201301081600
7401,0.63,201301081600
7410,0.54,201301081600
7436,0.73,201301081600
7584,1.34,201301081600
7646,1.53,201301081600
7849,2.42,201301081600
7871,1.12,201301081600
7927,2.05,201301081600
7948,1.85,201301081600
8080,0.59,201301081600
8170,2.37,201301081600
8182,1.63,201301081600
8195,2.27,201301081600
8342,2.29,201301081600
8582,1.18,201301081600
8602,1.43,201301081600
8609,2.86,201301081600
8638,1.82,201301081600
8656,2.67,201301081600
8830,2.31,201301081600
8839,2.42,201301081600
8876,1.86,201301081600
8897,1.74,201301081600
8912,1.45,201301081600
8918,2.61,201301081600
8929,2.85,201301081600
8940,0.7,201301081600
8954,2.68,201301081600
9140,0.99,201301081600
9333,2.57,201301081600
9468,1.17,201301081600
9473,2.85,201301081600
9589,2.54,201301081600
9601,0.81,201301081600
9607,1.19,201301081600
9658,1.98,201301081600
9724,0.56,201301081600
9833,0.82,201301081600
10084,2.55,201301081600
10089,1.28,201301081600
10096,2.11,201301081600
10144,2.05,201301081600
10170,2.74,201301081600
10181,1.42,201301081600
10189,2.15,201301081600
10201,2.2,201301081600
10334,2.88,201301081600
10335,2.47,201301081600
10383,1.43,201301081600
10414,2.6,201301081600
10444,1.76,201301081600
10458,2.5,201301081600
10477,1.06,201301081600
10586,2.43,201301081600
10601,2.79,201301081600
10609,1.84,201301081600
10616,0.65,201301081600
10633,2.27,201301081600
10655,2.41,201301081600
10665,1.08,201301081600
10681,1.62,201301081600
10717,0.63,201301081600
10835,2.39,201301081600
10837,0.59,201301081600
10847,1.02,201301081600
10903,2.12,201301081600
10911,2.77,201301081600
10918,1.25,201301081600
10973,2.0,201301081600
11087,2.16,201301081600
11092,0.93,201301081600
11128,1.82,201301081600
11222,0.87,201301081600
11223,1.13,201301081600
11225,0.54,201301081600
11238,2.29,201301081600
11361,1.07,201301081600
11393,0.94,201301081600
11424,0.59,201301081600
11601,0.87,201301081600
11682,1.13,201301081600
11704,2.04,201301081600
11858,2.68,201301081600
11884,2.28,201301081600
11901,2.01,201301081600
11946,1.48,201301081600
11960,1.89,201301081600
11972,0.9,201301081600
12089,1.49,201301081600
12090,2.04,201301081600
12096,1.46,201301081600
12120,0.95,201301081600
12157,2.06,201301081600
12230,1.98,201301081600
12383,0.63,201301081600
12431,2.16,201301081600
12601,2.04,201301081600
12625,1.21,201301081600
12632,1.66,201301081600
12842,1.13,201301081600
12875,1.86,201301081600
12901,0.81,201301081600
12913,2.18,201301081600
12933,1.12,201301081600
12934,0.69,201301081600
12985,0.91,201301081600
13099,1.09,201301081600
13114,1.45,201301081600
13150,2.26,201301081600
13175,0.52,201301081600
13183,2.58,201301081600
13222,0.6,201301081600
13358,1.19,201301081600
13444,2.04,201301081600
13455,1.15,201301081600
13456,1.27,201301081600
13670,0.77,201301081600
13694,1.14,201301081600
13845,2.14,201301081600
13849,1.3,201301081600
14011,0.54,201301081600
14095,1.83,201301081600
14133,1.59,201301081600
14161,1.97,201301081600
14167,1.9,201301081600
14184,1.08,201301081600
14241,1.77,201301081600
14255,2.64,201301081600
14349,0.62,201301081600
14350,2.32,201301081600
14375,0.65,201301081600
14452,1.75,201301081600
14475,1.73,201301081600
14620,0.84,201301081600
14673,1.25,201301081600
14745,1.11,201301081600
14859,1.77,201301081600
14936,1.49,201301081600
14995,0.92,201301081600
15097,2.55,201301081600
15098,2.94,201301081600
15246,0.82,201301081600
15349,0.63,201301081600
15440,0.98,201301081600
15600,0.78,201301081600
15656,2.73,201301081600
15672,0.72,201301081600
15699,2.26,201301081600
15714,1.82,201301081600
15725,0.78,201301081600
15744,1.86,201301081600
15849,2.46,201301081600
15850,1.67,201301081600
15851,1.96,201301081600
15853,1.72,201301081600
15871,0.62,201301081600
16100,1.71,201301081600
16105,1.03,201301081600
16114,1.82,201301081600
16171,2.32,201301081600
16184,2.46,201301081600
16400,1.84,201301081600
16414,1.39,201301081600
16601,0.52,201301081600
16604,2.48,201301081600
16625,1.98,201301081600
16670,1.76,201301081600
16853,2.07,201301081600
16868,2.42,201301081600
16932,0.8,201301081600
17232,2.26,201301081600
17355,1.69,201301081600
17358,1.37,201301081600
