cell,mobility,dtg
1610,2.69,201301080800
1846,2.05,201301080800
1851,0.62,201301080800
1853,1.65,201301080800
1856,1.82,201301080800
1857,1.94,201301080800
2103,1.61,201301080800
2105,2.97,201301080800
2106,2.39,201301080800
2107,1.78,201301080800
2114,1.86,201301080800
2342,1.57,201301080800
2347,2.61,201301080800
2351,2.38,201301080800
2354,2.81,201301080800
2357,2.19,201301080800
2372,2.75,201301080800
2374,2.36,201301080800
2591,2.76,201301080800
2595,1.61,201301080800
2605,1.5,201301080800
2611,1.81,201301080800
2615,0.56,201301080800
2620,1.6,201301080800
2627,2.49,201301080800
2839,0.65,201301080800
2847,2.23,201301080800
3086,1.74,201301080800
3094,1.97,201301080800
3100,0.62,201301080800
3124,2.79,201301080800
3128,1.73,201301080800
3334,2.63,201301080800
3337,2.42,201301080800
3375,1.7,201301080800
3614,0.77,201301080800
3619,2.17,201301080800
3632,1.8,201301080800
3635,1.47,201301080800
3830,2.79,201301080800
3831,2.31,201301080800
3833,1.72,201301080800
3837,2.03,201301080800
3845,1.38,201301080800
3856,1.16,201301080800
3860,2.29,201301080800
3865,1.74,201301080800
4078,2.32,201301080800
4081,2.39,201301080800
4137,0.6,201301080800
4141,0.9,201301080800
4142,1.71,201301080800
4328,1.68,201301080800
4329,0.7,201301080800
4341,1.72,201301080800
4345,2.23,201301080800
4348,1.42,201301080800
4354,2.86,201301080800
4372,0.88,201301080800
4577,2.62,201301080800
4578,2.03,201301080800
4580,2.3,201301080800
4582,2.46,201301080800
4605,1.58,201301080800
4608,2.69,201301080800
4631,1.79,201301080800
4636,2.53,201301080800
4637,1.92,201301080800
4829,2.41,201301080800
4830,0.75,201301080800
4831,0.91,201301080800
4834,2.98,201301080800
4837,2.55,201301080800
4852,1.45,201301080800
4863,0.94,201301080800
4868,1.67,201301080800
4890,2.06,201301080800
4891,1.03,201301080800
5078,0.68,201301080800
5081,0.71,201301080800
5084,0.72,201301080800
5127,0.69,201301080800
5153,2.99,201301080800
5327,2.76,201301080800
5329,2.72,201301080800
5333,1.99,201301080800
5334,2.73,201301080800
5339,1.35,201301080800
5369,0.81,201301080800
5402,1.37,201301080800
5410,2.07,201301080800
5577,2.96,201301080800
5581,1.91,201301080800
5592,0.54,201301080800
5612,1.48,201301080800
5623,1.05,201301080800
5876,0.58,201301080800
5893,1.36,201301080800
5898,2.33,201301080800
6078,1.67,201301080800
6118,2.77,201301080800
6136,1.22,201301080800
6158,2.0,201301080800
6159,0.81,201301080800
6333,2.99,201301080800
6353,2.69,201301080800
6365,2.52,201301080800
6366,1.6,201301080800
6414,2.55,201301080800
6588,2.19,201301080800
6609,2.31,201301080800
6635,1.82,201301080800
6668,0.8,201301080800
6841,2.91,201301080800
6849,2.1,201301080800
6896,2.59,201301080800
6924,2.06,201301080800
6928,1.25,201301080800
6935,1.42,201301080800
6939,0.77,201301080800
7077,2.02,201301080800
7078,1.42,201301080800
7085,2.46,201301080800
7088,2.96,201301080800
7113,1.18,201301080800
7114,2.14,201301080800
7129,1.38,201301080800
7133,1.03,201301080800
7165,2.53,201301080800
7192,1.43,201301080800
7354,0.7,201301080800
7375,0.98,201301080800
7379,1.83,201301080800
7401,1.78,201301080800
7410,2.49,201301080800
7436,1.91,201301080800
7584,1.7,201301080800
7646,2.66,201301080800
7849,0.85,201301080800
7871,2.05,201301080800
7927,0.55,201301080800
7948,2.11,201301080800
8080,2.21,201301080800
8170,2.09,201301080800
8182,0.6,201301080800
8195,0.65,201301080800
8342,1.28,201301080800
8582,1.97,201301080800
8602,0.69,201301080800
8609,1.79,201301080800
8638,2.43,201301080800
8656,1.13,201301080800
8830,1.26,201301080800
8839,1.59,201301080800
8876,1.58,201301080800
8897,1.75,201301080800
8912,1.75,201301080800
8918,1.1,201301080800
8929,1.07,201301080800
8940,1.35,201301080800
8954,2.98,201301080800
9140,1.26,201301080800
9333,1.17,201301080800
9468,1.73,201301080800
9473,2.86,201301080800
9589,2.04,201301080800
9601,2.34,201301080800
9607,1.66,201301080800
9658,0.55,201301080800
9724,0.51,201301080800
9833,1.41,201301080800
10084,1.2,201301080800
10089,2.6,201301080800
10096,0.87,201301080800
10144,1.38,201301080800
10170,2.39,201301080800
10181,1.15,201301080800
10189,2.93,201301080800
10201,2.27,201301080800
